,WEP,PERIOD,day_of_week
4355,94.86,36,0
4356,94.78,37,0
4357,96.46,38,0
4358,97.73,39,0
4359,98.77,40,0
4360,98.19,41,0
4361,101.76,42,0
4362,103.03,43,0
4363,101.88,44,0
4364,98.66,45,0
4365,95.15,46,0
4366,91.94,47,0
4367,90.39,48,0
4368,97.36,1,1
4369,95.58,2,1
4370,91.96,3,1
4371,90.66,4,1
4372,87.99,5,1
4373,87.36,6,1
4374,87.35,7,1
4375,85.87,8,1
4376,85.92,9,1
4377,87.09,10,1
4378,88.05,11,1
4379,91.9,12,1
4380,96.32,13,1
4381,96.62,14,1
4382,91.07,15,1
4383,95.04,16,1
4384,97.21,17,1
4385,97.06,18,1
4386,99.9,19,1
4387,101.88,20,1
4388,100.76,21,1
4389,100.78,22,1
4390,100.7,23,1
4391,100.3,24,1
4392,99.98,25,1
4393,99.91,26,1
4394,99.94,27,1
4395,100.57,28,1
4396,101.25,29,1
4397,102.32,30,1
4398,102.39,31,1
4399,101.88,32,1
4400,101.76,33,1
4401,100.73,34,1
4402,99.46,35,1
4403,96.13,36,1
4404,96.65,37,1
4405,96.67,38,1
4406,101.03,39,1
4407,100.74,40,1
4408,100.7,41,1
4409,109.37,42,1
4410,106.57,43,1
4411,104.38,44,1
4412,100.88,45,1
4413,95.8,46,1
4414,94.84,47,1
4415,92.33,48,1
4416,98.13,1,2
4417,98.02,2,2
4418,95.43,3,2
4419,93.04,4,2
4420,92.9,5,2
4421,91.95,6,2
4422,90.24,7,2
4423,88.2,8,2
4424,88.69,9,2
4425,89.25,10,2
4426,93.05,11,2
4427,93.66,12,2
4428,95.17,13,2
4429,96.31,14,2
4430,92.34,15,2
4431,95.25,16,2
4432,98.15,17,2
4433,98.07,18,2
4434,98.84,19,2
4435,99.74,20,2
4436,100.21,21,2
4437,100.94,22,2
4438,101.14,23,2
4439,94.92,24,2
4440,94.96,25,2
4441,95.98,26,2
4442,96.98,27,2
4443,97.91,28,2
4444,100.2,29,2
4445,97.82,30,2
4446,97.62,31,2
4447,97.37,32,2
4448,97.13,33,2
4449,96.89,34,2
4450,96.16,35,2
4451,95.08,36,2
4452,94.17,37,2
4453,96.74,38,2
4454,99.07,39,2
4455,97.16,40,2
4456,98.98,41,2
4457,105.97,42,2
4458,104.3,43,2
4459,100.78,44,2
4460,97.74,45,2
4461,91.25,46,2
4462,91.95,47,2
4463,91.8,48,2
4464,96.02,1,3
4465,93.18,2,3
4466,90.59,3,3
4467,86.87,4,3
4468,85.9,5,3
4469,84.15,6,3
4470,84.8,7,3
4471,84.79,8,3
4472,83.2,9,3
4473,83.36,10,3
4474,83.36,11,3
4475,86.81,12,3
4476,91.87,13,3
4477,92.76,14,3
4478,87.93,15,3
4479,91.42,16,3
4480,92.47,17,3
4481,91.2,18,3
4482,92.29,19,3
4483,92.93,20,3
4484,93.6,21,3
4485,94.33,22,3
4486,92.45,23,3
4487,92.3,24,3
4488,92.32,25,3
4489,92.48,26,3
4490,92.49,27,3
4491,91.99,28,3
4492,92.61,29,3
4493,92.29,30,3
4494,92.27,31,3
4495,92.42,32,3
4496,93.26,33,3
4497,92.62,34,3
4498,95.8,35,3
4499,92.35,36,3
4500,91.34,37,3
4501,91.28,38,3
4502,92.61,39,3
4503,93.83,40,3
4504,93.89,41,3
4505,99.52,42,3
4506,97.69,43,3
4507,96.46,44,3
4508,93.75,45,3
4509,92.26,46,3
4510,90.43,47,3
4511,86.89,48,3
4512,92.81,1,4
4513,90.24,2,4
4514,86.7,3,4
4515,83.78,4,4
4516,94.3,5,4
4517,93.84,6,4
4518,92.83,7,4
4519,91.75,8,4
4520,92.37,9,4
4521,90.99,10,4
4522,93.3,11,4
4523,93.68,12,4
4524,96.87,13,4
4525,97.24,14,4
4526,97.01,15,4
4527,98.21,16,4
4528,103.94,17,4
4529,101.88,18,4
4530,102.17,19,4
4531,101.54,20,4
4532,101.56,21,4
4533,96.5,22,4
4534,93.27,23,4
4535,93.23,24,4
4536,92.87,25,4
4537,92.32,26,4
4538,92.86,27,4
4539,93.37,28,4
4540,93.3,29,4
4541,93.31,30,4
4542,93.36,31,4
4543,94.32,32,4
4544,93.82,33,4
4545,93.15,34,4
4546,92.35,35,4
4547,87.93,36,4
4548,86.54,37,4
4549,86.26,38,4
4550,88.79,39,4
4551,89.1,40,4
4552,92.38,41,4
4553,93.86,42,4
4554,96.5,43,4
4555,93.16,44,4
4556,91.09,45,4
4557,87.37,46,4
4558,88.49,47,4
4559,83.36,48,4
4560,88.16,1,5
4561,83.88,2,5
4562,89.09,3,5
4563,93.19,4,5
4564,92.79,5,5
4565,88.52,6,5
4566,87.52,7,5
4567,87.03,8,5
4568,86.88,9,5
4569,87.14,10,5
4570,86.86,11,5
4571,88.43,12,5
4572,88.71,13,5
4573,90.47,14,5
4574,92.65,15,5
4575,93.7,16,5
4576,96.41,17,5
4577,92.59,18,5
4578,95.02,19,5
4579,96.77,20,5
4580,101.62,21,5
4581,101.26,22,5
4582,101.45,23,5
4583,96.57,24,5
4584,96.73,25,5
4585,94.95,26,5
4586,93.5,27,5
4587,94.66,28,5
4588,93.37,29,5
4589,93.48,30,5
4590,93.72,31,5
4591,93.56,32,5
4592,93.13,33,5
4593,92.31,34,5
4594,92.04,35,5
4595,92.2,36,5
4596,93.39,37,5
4597,96.29,38,5
4598,98.27,39,5
4599,100.77,40,5
4600,101.28,41,5
4601,101.22,42,5
4602,101.15,43,5
4603,97.31,44,5
4604,95.58,45,5
4605,93.51,46,5
4606,93.42,47,5
4607,101.89,48,5
4608,98.05,1,6
4609,95.58,2,6
4610,93.75,3,6
4611,90.66,4,6
4612,88.71,5,6
4613,88.58,6,6
4614,86.78,7,6
4615,86.62,8,6
4616,85.5,9,6
4617,84.78,10,6
4618,84.83,11,6
4619,84.81,12,6
4620,84.05,13,6
4621,84.26,14,6
4622,84.98,15,6
4623,86.1,16,6
4624,87.85,17,6
4625,87.98,18,6
4626,89.42,19,6
4627,91.63,20,6
4628,92.84,21,6
4629,89.45,22,6
4630,95.67,23,6
4631,95.78,24,6
4632,92.26,25,6
4633,92.81,26,6
4634,93.52,27,6
4635,93.48,28,6
4636,91.65,29,6
4637,89.87,30,6
4638,89.96,31,6
4639,91.1,32,6
4640,89.68,33,6
4641,89.23,34,6
4642,88.86,35,6
4643,88.52,36,6
4644,88.87,37,6
4645,91.29,38,6
4646,96.88,39,6
4647,97.81,40,6
4648,99.13,41,6
4649,101.41,42,6
4650,102.48,43,6
4651,98.21,44,6
4652,93.62,45,6
4653,89.0,46,6
4654,93.51,47,6
4655,93.37,48,6
4656,95.53,1,0
4657,95.22,2,0
4658,95.62,3,0
4659,95.56,4,0
4660,95.59,5,0
4661,94.37,6,0
4662,93.72,7,0
4663,93.41,8,0
4664,92.78,9,0
4665,93.71,10,0
4666,94.49,11,0
4667,97.93,12,0
4668,95.59,13,0
4669,98.53,14,0
4670,90.9,15,0
4671,104.11,16,0
4672,111.35,17,0
4673,112.89,18,0
4674,113.32,19,0
4675,113.92,20,0
4676,113.53,21,0
4677,113.39,22,0
4678,112.59,23,0
4679,102.09,24,0
4680,99.54,25,0
4681,93.83,26,0
4682,95.82,27,0
4683,96.13,28,0
4684,97.91,29,0
4685,97.97,30,0
4686,98.7,31,0
4687,98.94,32,0
4688,103.62,33,0
4689,99.7,34,0
4690,97.6,35,0
4691,95.18,36,0
4692,95.55,37,0
4693,95.95,38,0
4694,98.05,39,0
4695,98.11,40,0
4696,104.97,41,0
4697,112.81,42,0
4698,112.53,43,0
4699,104.0,44,0
4700,100.7,45,0
4701,108.21,46,0
4702,102.06,47,0
4703,93.83,48,0
4704,110.71,1,1
4705,109.99,2,1
4706,108.33,3,1
4707,103.8,4,1
4708,97.49,5,1
4709,97.3,6,1
4710,96.94,7,1
4711,95.82,8,1
4712,95.78,9,1
4713,97.17,10,1
4714,97.1,11,1
4715,107.0,12,1
4716,112.55,13,1
4717,113.93,14,1
4718,101.79,15,1
4719,102.17,16,1
4720,104.22,17,1
4721,108.61,18,1
4722,112.16,19,1
4723,112.87,20,1
4724,122.29,21,1
4725,126.28,22,1
4726,126.33,23,1
4727,112.33,24,1
4728,109.61,25,1
4729,111.71,26,1
4730,112.16,27,1
4731,112.36,28,1
4732,112.55,29,1
4733,111.24,30,1
4734,111.77,31,1
4735,111.61,32,1
4736,108.03,33,1
4737,105.34,34,1
4738,97.0,35,1
4739,94.9,36,1
4740,95.46,37,1
4741,95.66,38,1
4742,98.97,39,1
4743,101.48,40,1
4744,101.25,41,1
4745,108.85,42,1
4746,105.98,43,1
4747,100.95,44,1
4748,101.09,45,1
4749,98.44,46,1
4750,96.23,47,1
4751,92.02,48,1
4752,105.15,1,2
4753,99.18,2,2
4754,97.21,3,2
4755,92.27,4,2
4756,92.11,5,2
4757,89.46,6,2
4758,89.09,7,2
4759,89.16,8,2
4760,91.19,9,2
4761,91.84,10,2
4762,95.32,11,2
4763,98.45,12,2
4764,100.89,13,2
4765,105.39,14,2
4766,95.38,15,2
4767,100.29,16,2
4768,101.15,17,2
4769,99.12,18,2
4770,113.03,19,2
4771,113.43,20,2
4772,113.87,21,2
4773,114.12,22,2
4774,114.28,23,2
4775,113.88,24,2
4776,113.43,25,2
4777,113.67,26,2
4778,114.04,27,2
4779,114.82,28,2
4780,114.55,29,2
4781,114.02,30,2
4782,114.31,31,2
4783,114.57,32,2
4784,114.94,33,2
4785,114.0,34,2
4786,113.42,35,2
4787,98.73,36,2
4788,99.58,37,2
4789,100.69,38,2
4790,112.7,39,2
4791,113.55,40,2
4792,110.95,41,2
4793,114.42,42,2
4794,113.71,43,2
4795,106.34,44,2
4796,101.23,45,2
4797,101.25,46,2
4798,97.14,47,2
4799,93.91,48,2
4800,104.23,1,3
4801,99.03,2,3
4802,98.57,3,3
4803,95.31,4,3
4804,94.22,5,3
4805,92.4,6,3
4806,90.75,7,3
4807,89.13,8,3
4808,89.16,9,3
4809,88.89,10,3
4810,88.95,11,3
4811,91.39,12,3
4812,93.82,13,3
4813,98.81,14,3
4814,91.78,15,3
4815,101.35,16,3
4816,100.32,17,3
4817,97.75,18,3
4818,99.58,19,3
4819,98.76,20,3
4820,102.54,21,3
4821,101.87,22,3
4822,101.42,23,3
4823,99.34,24,3
4824,97.45,25,3
4825,97.68,26,3
4826,100.38,27,3
4827,100.56,28,3
4828,99.6,29,3
4829,96.47,30,3
4830,96.5,31,3
4831,95.38,32,3
4832,94.36,33,3
4833,95.69,34,3
4834,93.61,35,3
4835,91.48,36,3
4836,91.91,37,3
4837,94.06,38,3
4838,98.56,39,3
4839,99.67,40,3
4840,100.45,41,3
4841,113.79,42,3
4842,113.77,43,3
4843,106.38,44,3
4844,101.59,45,3
4845,101.51,46,3
4846,101.29,47,3
4847,94.35,48,3
4848,105.38,1,4
4849,99.04,2,4
4850,97.55,3,4
4851,95.51,4,4
4852,94.49,5,4
4853,92.65,6,4
4854,92.33,7,4
4855,91.7,8,4
4856,91.18,9,4
4857,92.22,10,4
4858,94.67,11,4
4859,96.74,12,4
4860,98.48,13,4
4861,100.92,14,4
4862,91.75,15,4
4863,98.99,16,4
4864,101.27,17,4
4865,97.48,18,4
4866,99.51,19,4
4867,107.0,20,4
4868,113.6,21,4
4869,113.79,22,4
4870,113.68,23,4
4871,113.6,24,4
4872,104.14,25,4
4873,113.45,26,4
4874,113.57,27,4
4875,113.69,28,4
4876,113.77,29,4
4877,113.66,30,4
4878,113.6,31,4
4879,113.34,32,4
4880,113.31,33,4
4881,113.21,34,4
4882,113.04,35,4
4883,97.6,36,4
4884,96.07,37,4
4885,97.07,38,4
4886,100.91,39,4
4887,102.96,40,4
4888,106.47,41,4
4889,114.0,42,4
4890,113.72,43,4
4891,106.38,44,4
4892,101.52,45,4
4893,100.53,46,4
4894,97.07,47,4
4895,95.17,48,4
4896,114.1,1,5
4897,121.23,2,5
4898,117.46,3,5
4899,116.31,4,5
4900,113.99,5,5
4901,105.97,6,5
4902,98.96,7,5
4903,90.0,8,5
4904,87.13,9,5
4905,87.1,10,5
4906,87.17,11,5
4907,87.29,12,5
4908,89.75,13,5
4909,96.0,14,5
4910,97.01,15,5
4911,105.08,16,5
4912,101.08,17,5
4913,101.41,18,5
4914,108.35,19,5
4915,113.67,20,5
4916,113.74,21,5
4917,114.29,22,5
4918,114.0,23,5
4919,110.76,24,5
4920,106.18,25,5
4921,105.26,26,5
4922,105.44,27,5
4923,101.04,28,5
4924,105.2,29,5
4925,105.33,30,5
4926,101.49,31,5
4927,101.35,32,5
4928,101.42,33,5
4929,100.99,34,5
4930,98.68,35,5
4931,99.49,36,5
4932,100.84,37,5
4933,106.08,38,5
4934,110.09,39,5
4935,107.3,40,5
4936,106.97,41,5
4937,109.94,42,5
4938,111.23,43,5
4939,105.82,44,5
4940,105.75,45,5
4941,106.12,46,5
4942,106.1,47,5
4943,106.42,48,5
4944,108.37,1,6
4945,103.39,2,6
4946,99.96,3,6
4947,95.94,4,6
4948,96.04,5,6
4949,91.32,6,6
4950,90.12,7,6
4951,89.36,8,6
4952,87.27,9,6
4953,87.21,10,6
4954,87.54,11,6
4955,87.5,12,6
4956,87.33,13,6
4957,89.57,14,6
4958,90.46,15,6
4959,95.61,16,6
4960,96.95,17,6
4961,99.76,18,6
4962,101.03,19,6
4963,101.15,20,6
4964,100.93,21,6
4965,97.19,22,6
4966,97.3,23,6
4967,96.33,24,6
4968,94.98,25,6
4969,94.77,26,6
4970,94.28,27,6
4971,94.08,28,6
4972,94.26,29,6
4973,92.31,30,6
4974,92.39,31,6
4975,92.59,32,6
4976,92.46,33,6
4977,91.97,34,6
4978,91.9,35,6
4979,91.98,36,6
4980,95.66,37,6
4981,98.08,38,6
4982,101.11,39,6
4983,101.09,40,6
4984,101.23,41,6
4985,101.4,42,6
4986,101.71,43,6
4987,101.43,44,6
4988,100.52,45,6
4989,97.88,46,6
4990,101.3,47,6
4991,100.63,48,6
4992,97.79,1,0
4993,89.6,2,0
4994,99.63,3,0
4995,89.52,4,0
4996,89.36,5,0
4997,87.34,6,0
4998,87.33,7,0
4999,87.15,8,0
5000,85.33,9,0
5001,87.42,10,0
5002,89.53,11,0
5003,91.51,12,0
5004,96.31,13,0
5005,103.43,14,0
5006,92.62,15,0
5007,102.79,16,0
5008,113.64,17,0
5009,114.86,18,0
5010,114.71,19,0
5011,114.37,20,0
5012,113.27,21,0
5013,114.55,22,0
5014,114.45,23,0
5015,113.4,24,0
5016,104.8,25,0
5017,113.37,26,0
5018,113.14,27,0
5019,112.85,28,0
5020,113.52,29,0
5021,113.4,30,0
5022,113.56,31,0
5023,113.48,32,0
5024,113.46,33,0
5025,113.72,34,0
5026,112.94,35,0
5027,108.42,36,0
5028,100.72,37,0
5029,100.74,38,0
5030,105.25,39,0
5031,113.25,40,0
5032,113.22,41,0
5033,115.97,42,0
5034,115.18,43,0
5035,113.36,44,0
5036,101.07,45,0
5037,100.79,46,0
5038,101.3,47,0
5039,96.4,48,0
5040,102.59,1,1
5041,98.93,2,1
5042,96.51,3,1
5043,95.61,4,1
5044,94.52,5,1
5045,91.73,6,1
5046,90.72,7,1
5047,90.7,8,1
5048,89.26,9,1
5049,90.74,10,1
5050,91.94,11,1
5051,95.78,12,1
5052,98.77,13,1
5053,103.67,14,1
5054,90.76,15,1
5055,98.75,16,1
5056,101.03,17,1
5057,101.07,18,1
5058,114.15,19,1
5059,114.3,20,1
5060,114.83,21,1
5061,114.39,22,1
5062,114.03,23,1
5063,113.59,24,1
5064,113.17,25,1
5065,113.59,26,1
5066,113.94,27,1
5067,114.36,28,1
5068,114.25,29,1
5069,113.82,30,1
5070,113.99,31,1
5071,113.87,32,1
5072,113.94,33,1
5073,114.05,34,1
5074,113.61,35,1
5075,111.98,36,1
5076,97.3,37,1
5077,98.0,38,1
5078,100.92,39,1
5079,113.4,40,1
5080,113.59,41,1
5081,116.03,42,1
5082,120.82,43,1
5083,115.67,44,1
5084,112.19,45,1
5085,100.15,46,1
5086,96.66,47,1
5087,93.33,48,1
5088,101.5,1,2
5089,99.84,2,2
5090,97.58,3,2
5091,96.31,4,2
5092,95.45,5,2
5093,95.39,6,2
5094,94.04,7,2
5095,90.08,8,2
5096,89.3,9,2
5097,90.77,10,2
5098,95.95,11,2
5099,98.58,12,2
5100,100.96,13,2
5101,98.46,14,2
5102,91.02,15,2
5103,98.86,16,2
5104,100.02,17,2
5105,97.84,18,2
5106,113.21,19,2
5107,113.37,20,2
5108,114.03,21,2
5109,114.59,22,2
5110,114.4,23,2
5111,113.87,24,2
5112,112.92,25,2
5113,112.98,26,2
5114,133.06,27,2
5115,133.44,28,2
5116,134.22,29,2
5117,133.83,30,2
5118,134.63,31,2
5119,134.07,32,2
5120,133.47,33,2
5121,133.64,34,2
5122,112.82,35,2
5123,112.74,36,2
5124,100.99,37,2
5125,102.8,38,2
5126,113.18,39,2
5127,113.91,40,2
5128,113.88,41,2
5129,120.95,42,2
5130,117.23,43,2
5131,115.43,44,2
5132,113.22,45,2
5133,108.89,46,2
5134,107.92,47,2
5135,100.59,48,2
5136,115.47,1,3
5137,113.68,2,3
5138,108.61,3,3
5139,103.76,4,3
5140,97.38,5,3
5141,95.7,6,3
5142,94.24,7,3
5143,86.06,8,3
5144,85.09,9,3
5145,95.09,10,3
5146,96.02,11,3
5147,105.29,12,3
5148,111.31,13,3
5149,111.56,14,3
5150,96.48,15,3
5151,98.85,16,3
5152,113.7,17,3
5153,114.2,18,3
5154,114.7,19,3
5155,114.74,20,3
5156,114.91,21,3
5157,114.68,22,3
5158,114.35,23,3
5159,113.46,24,3
5160,113.11,25,3
5161,113.01,26,3
5162,114.07,27,3
5163,114.47,28,3
5164,114.61,29,3
5165,114.24,30,3
5166,114.24,31,3
5167,113.97,32,3
5168,113.65,33,3
5169,113.67,34,3
5170,113.51,35,3
5171,113.25,36,3
5172,96.66,37,3
5173,96.34,38,3
5174,101.37,39,3
5175,113.74,40,3
5176,106.45,41,3
5177,114.01,42,3
5178,114.13,43,3
5179,113.22,44,3
5180,102.3,45,3
5181,100.34,46,3
5182,104.13,47,3
5183,97.72,48,3
5184,110.77,1,4
5185,105.8,2,4
5186,99.75,3,4
5187,99.17,4,4
5188,99.99,5,4
5189,95.94,6,4
5190,95.23,7,4
5191,94.99,8,4
5192,95.03,9,4
5193,95.17,10,4
5194,95.12,11,4
5195,95.99,12,4
5196,90.92,13,4
5197,90.44,14,4
5198,90.83,15,4
5199,90.3,16,4
5200,92.93,17,4
5201,101.32,18,4
5202,106.12,19,4
5203,111.1,20,4
5204,113.37,21,4
5205,105.39,22,4
5206,105.49,23,4
5207,104.06,24,4
5208,103.89,25,4
5209,103.78,26,4
5210,104.92,27,4
5211,111.9,28,4
5212,112.07,29,4
5213,112.88,30,4
5214,112.74,31,4
5215,112.97,32,4
5216,113.18,33,4
5217,113.89,34,4
5218,113.48,35,4
5219,113.3,36,4
5220,113.84,37,4
5221,114.97,38,4
5222,122.58,39,4
5223,122.43,40,4
5224,118.23,41,4
5225,122.16,42,4
5226,116.94,43,4
5227,113.45,44,4
5228,102.03,45,4
5229,92.63,46,4
5230,101.78,47,4
5231,98.14,48,4
5232,97.27,1,5
5233,92.2,2,5
5234,91.19,3,5
5235,91.05,4,5
5236,90.97,5,5
5237,89.88,6,5
5238,89.02,7,5
5239,85.98,8,5
5240,86.04,9,5
5241,85.99,10,5
5242,85.95,11,5
5243,86.04,12,5
5244,84.04,13,5
5245,85.95,14,5
5246,88.63,15,5
5247,91.49,16,5
5248,104.05,17,5
5249,112.85,18,5
5250,122.28,19,5
5251,256.2657155177831,20,5
5252,256.2657155177831,21,5
5253,256.2657155177831,22,5
5254,137.91,23,5
5255,114.25,24,5
5256,113.5,25,5
5257,115.23,26,5
5258,114.12,27,5
5259,114.16,28,5
5260,114.68,29,5
5261,114.4,30,5
5262,114.25,31,5
5263,113.63,32,5
5264,113.4,33,5
5265,111.24,34,5
5266,102.34,35,5
5267,101.19,36,5
5268,102.82,37,5
5269,113.62,38,5
5270,114.13,39,5
5271,114.2,40,5
5272,114.08,41,5
5273,113.9,42,5
5274,113.68,43,5
5275,108.08,44,5
5276,98.94,45,5
5277,94.8,46,5
5278,91.82,47,5
5279,101.23,48,5
5280,99.06,1,6
5281,91.51,2,6
5282,89.41,3,6
5283,89.29,4,6
5284,89.13,5,6
5285,86.15,6,6
5286,83.21,7,6
5287,82.92,8,6
5288,82.34,9,6
5289,82.57,10,6
5290,82.97,11,6
5291,83.2,12,6
5292,83.07,13,6
5293,82.88,14,6
5294,82.94,15,6
5295,83.65,16,6
5296,85.95,17,6
5297,90.26,18,6
5298,92.92,19,6
5299,98.99,20,6
5300,100.61,21,6
5301,93.92,22,6
5302,94.03,23,6
5303,91.87,24,6
5304,91.38,25,6
5305,91.96,26,6
5306,93.73,27,6
5307,93.76,28,6
5308,93.58,29,6
5309,93.26,30,6
5310,93.72,31,6
5311,94.17,32,6
5312,93.69,33,6
5313,94.24,34,6
5314,93.53,35,6
5315,95.61,36,6
5316,102.34,37,6
5317,113.33,38,6
5318,116.92,39,6
5319,117.18,40,6
5320,113.86,41,6
5321,112.98,42,6
5322,113.29,43,6
5323,111.04,44,6
5324,97.87,45,6
5325,101.11,46,6
5326,104.85,47,6
5327,95.02,48,6
5328,95.77,1,0
5329,90.69,2,0
5330,86.14,3,0
5331,83.03,4,0
5332,94.55,5,0
5333,86.31,6,0
5334,83.05,7,0
5335,81.68,8,0
5336,81.42,9,0
5337,82.17,10,0
5338,82.27,11,0
5339,83.17,12,0
5340,91.79,13,0
5341,95.75,14,0
5342,88.79,15,0
5343,90.97,16,0
5344,105.67,17,0
5345,112.99,18,0
5346,113.82,19,0
5347,113.68,20,0
5348,113.94,21,0
5349,114.3,22,0
5350,114.19,23,0
5351,113.14,24,0
5352,113.02,25,0
5353,113.98,26,0
5354,114.44,27,0
5355,118.04,28,0
5356,114.65,29,0
5357,113.61,30,0
5358,113.08,31,0
5359,113.4,32,0
5360,113.57,33,0
5361,113.65,34,0
5362,112.74,35,0
5363,109.17,36,0
5364,97.99,37,0
5365,97.63,38,0
5366,103.03,39,0
5367,102.97,40,0
5368,95.67,41,0
5369,110.65,42,0
5370,105.67,43,0
5371,104.65,44,0
5372,101.67,45,0
5373,110.84,46,0
5374,103.53,47,0
5375,100.89,48,0
5376,102.41,1,1
5377,100.38,2,1
5378,99.51,3,1
5379,97.73,4,1
5380,95.94,5,1
5381,95.65,6,1
5382,94.51,7,1
5383,94.15,8,1
5384,94.0,9,1
5385,94.66,10,1
5386,96.23,11,1
5387,97.93,12,1
5388,94.57,13,1
5389,97.41,14,1
5390,97.3,15,1
5391,104.53,16,1
5392,105.84,17,1
5393,111.77,18,1
5394,113.02,19,1
5395,111.9,20,1
5396,113.1,21,1
5397,113.04,22,1
5398,112.55,23,1
5399,111.93,24,1
5400,105.47,25,1
5401,105.59,26,1
5402,112.47,27,1
5403,112.7,28,1
5404,113.7,29,1
5405,112.7,30,1
5406,112.39,31,1
5407,105.5,32,1
5408,100.95,33,1
5409,99.26,34,1
5410,112.4,35,1
5411,102.64,36,1
5412,95.88,37,1
5413,99.58,38,1
5414,102.12,39,1
5415,112.03,40,1
5416,108.66,41,1
5417,113.7,42,1
5418,256.2657155177831,43,1
5419,250.05,44,1
5420,111.26,45,1
5421,101.17,46,1
5422,98.32,47,1
5423,97.22,48,1
5424,101.29,1,2
5425,99.18,2,2
5426,96.44,3,2
5427,96.07,4,2
5428,94.51,5,2
5429,93.01,6,2
5430,92.15,7,2
5431,92.4,8,2
5432,92.53,9,2
5433,92.51,10,2
5434,94.9,11,2
5435,94.25,12,2
5436,92.15,13,2
5437,94.83,14,2
5438,93.74,15,2
5439,100.17,16,2
5440,104.08,17,2
5441,107.72,18,2
5442,112.14,19,2
5443,103.75,20,2
5444,112.7,21,2
5445,105.23,22,2
5446,103.12,23,2
5447,99.75,24,2
5448,98.34,25,2
5449,99.08,26,2
5450,100.68,27,2
5451,102.22,28,2
5452,102.02,29,2
5453,102.16,30,2
5454,101.95,31,2
5455,101.37,32,2
5456,101.4,33,2
5457,112.91,34,2
5458,111.21,35,2
5459,101.53,36,2
5460,99.8,37,2
5461,100.89,38,2
5462,101.25,39,2
5463,112.08,40,2
5464,112.39,41,2
5465,113.69,42,2
5466,202.93,43,2
5467,115.86,44,2
5468,108.54,45,2
5469,106.3,46,2
5470,105.03,47,2
5471,96.12,48,2
5472,100.26,1,3
5473,98.93,2,3
5474,97.33,3,3
5475,98.5,4,3
5476,96.06,5,3
5477,95.94,6,3
5478,95.32,7,3
5479,93.76,8,3
5480,93.84,9,3
5481,95.11,10,3
5482,96.07,11,3
5483,96.76,12,3
5484,95.42,13,3
5485,95.69,14,3
5486,98.28,15,3
5487,102.4,16,3
5488,104.81,17,3
5489,109.08,18,3
5490,114.07,19,3
5491,114.28,20,3
5492,113.23,21,3
5493,113.0,22,3
5494,110.11,23,3
5495,101.9,24,3
5496,100.06,25,3
5497,99.96,26,3
5498,102.9,27,3
5499,110.73,28,3
5500,112.41,29,3
5501,112.99,30,3
5502,113.36,31,3
5503,105.46,32,3
5504,99.83,33,3
5505,98.63,34,3
5506,112.18,35,3
5507,99.23,36,3
5508,97.6,37,3
5509,98.3,38,3
5510,99.05,39,3
5511,105.34,40,3
5512,97.95,41,3
5513,104.49,42,3
5514,112.75,43,3
5515,103.21,44,3
5516,101.4,45,3
5517,98.98,46,3
5518,96.21,47,3
5519,93.84,48,3
5520,96.0,1,4
5521,92.11,2,4
5522,93.76,3,4
5523,93.6,4,4
5524,86.19,5,4
5525,86.3,6,4
5526,86.31,7,4
5527,86.2,8,4
5528,86.09,9,4
5529,86.45,10,4
5530,86.37,11,4
5531,89.4,12,4
5532,89.36,13,4
5533,88.63,14,4
5534,87.78,15,4
5535,92.51,16,4
5536,92.4,17,4
5537,93.42,18,4
5538,95.11,19,4
5539,96.44,20,4
5540,98.57,21,4
5541,98.68,22,4
5542,97.12,23,4
5543,94.54,24,4
5544,90.64,25,4
5545,90.85,26,4
5546,91.07,27,4
5547,95.69,28,4
5548,97.25,29,4
5549,91.34,30,4
5550,90.78,31,4
5551,90.55,32,4
5552,90.47,33,4
5553,88.43,34,4
5554,86.99,35,4
5555,86.19,36,4
5556,86.34,37,4
5557,86.22,38,4
5558,87.25,39,4
5559,88.1,40,4
5560,88.41,41,4
5561,91.68,42,4
5562,90.46,43,4
5563,89.67,44,4
5564,91.82,45,4
5565,89.29,46,4
5566,87.75,47,4
5567,86.69,48,4
5568,89.2,1,5
5569,88.91,2,5
5570,86.95,3,5
5571,86.88,4,5
5572,86.67,5,5
5573,84.81,6,5
5574,84.58,7,5
5575,84.58,8,5
5576,84.69,9,5
5577,84.72,10,5
5578,84.95,11,5
5579,84.63,12,5
5580,83.92,13,5
5581,83.38,14,5
5582,83.83,15,5
5583,85.4,16,5
5584,87.52,17,5
5585,87.62,18,5
5586,87.91,19,5
5587,88.79,20,5
5588,88.8,21,5
5589,88.75,22,5
5590,88.51,23,5
5591,87.29,24,5
5592,87.45,25,5
5593,87.57,26,5
5594,87.69,27,5
5595,86.79,28,5
5596,87.03,29,5
5597,86.81,30,5
5598,86.36,31,5
5599,86.34,32,5
5600,86.52,33,5
5601,86.46,34,5
5602,86.22,35,5
5603,85.71,36,5
5604,85.13,37,5
5605,86.11,38,5
5606,86.82,39,5
5607,87.38,40,5
5608,87.39,41,5
5609,93.81,42,5
5610,88.8,43,5
5611,95.64,44,5
5612,97.21,45,5
5613,91.89,46,5
5614,90.78,47,5
5615,96.29,48,5
5616,99.73,1,6
5617,97.66,2,6
5618,91.92,3,6
5619,92.02,4,6
5620,87.15,5,6
5621,84.99,6,6
5622,84.23,7,6
5623,83.81,8,6
