"INFORMATION TYPE","DATE","PERIOD","FACILITY TYPE","GROSS INJECTION (MWh)","NET INJECTION (MWh)"
"MG","02 Aug 2019","13","IGS","-0.004","-0.004"
"MG","02 Aug 2019","13","ST","36.310","36.310"
"MG","02 Aug 2019","14","CCGT/COGEN/TRIGEN","2796.983","2605.679"
"MG","02 Aug 2019","14","GT","-0.032","-0.032"
"MG","02 Aug 2019","14","IGS","-0.004","-0.004"
"MG","02 Aug 2019","14","ST","36.209","36.209"
"MG","02 Aug 2019","15","CCGT/COGEN/TRIGEN","2863.402","2674.317"
"MG","02 Aug 2019","15","GT","-0.030","-0.030"
"MG","02 Aug 2019","15","IGS","0.595","0.035"
"MG","02 Aug 2019","15","ST","35.866","35.866"
"MG","02 Aug 2019","16","CCGT/COGEN/TRIGEN","2969.628","2782.292"
"MG","02 Aug 2019","16","GT","-0.030","-0.030"
"MG","02 Aug 2019","16","IGS","2.428","0.252"
"MG","02 Aug 2019","16","ST","35.600","35.600"
"MG","02 Aug 2019","17","CCGT/COGEN/TRIGEN","3112.281","2924.827"
"MG","02 Aug 2019","17","GT","-0.030","-0.030"
"MG","02 Aug 2019","17","IGS","5.862","1.357"
"MG","02 Aug 2019","17","ST","35.386","35.386"
"MG","02 Aug 2019","18","CCGT/COGEN/TRIGEN","3211.674","3024.233"
"MG","02 Aug 2019","18","GT","-0.032","-0.032"
"MG","02 Aug 2019","18","IGS","10.126","3.033"
"MG","02 Aug 2019","18","ST","36.092","36.092"
"MG","02 Aug 2019","19","CCGT/COGEN/TRIGEN","3269.554","3080.664"
"MG","02 Aug 2019","19","GT","-0.032","-0.032"
"MG","02 Aug 2019","19","IGS","14.569","5.023"
"MG","02 Aug 2019","19","ST","36.514","36.514"
"MG","02 Aug 2019","20","CCGT/COGEN/TRIGEN","3311.226","3121.553"
"MG","02 Aug 2019","20","GT","-0.032","-0.032"
"MG","02 Aug 2019","20","IGS","18.962","6.917"
"MG","02 Aug 2019","20","ST","37.212","37.212"
"MG","02 Aug 2019","21","CCGT/COGEN/TRIGEN","3345.630","3156.099"
"MG","02 Aug 2019","21","GT","-0.031","-0.031"
"MG","02 Aug 2019","21","IGS","23.073","8.871"
"MG","02 Aug 2019","21","ST","36.268","36.268"
"MG","02 Aug 2019","22","CCGT/COGEN/TRIGEN","3371.916","3181.815"
"MG","02 Aug 2019","22","GT","-0.032","-0.032"
"MG","02 Aug 2019","22","IGS","26.345","10.630"
"MG","02 Aug 2019","22","ST","35.509","35.509"
"MG","02 Aug 2019","23","CCGT/COGEN/TRIGEN","3366.273","3173.556"
"MG","02 Aug 2019","23","GT","-0.034","-0.034"
"MG","02 Aug 2019","23","IGS","29.726","12.579"
"MG","02 Aug 2019","23","ST","34.244","34.244"
"MG","02 Aug 2019","24","CCGT/COGEN/TRIGEN","3337.138","3143.540"
"MG","02 Aug 2019","24","GT","-0.032","-0.032"
"MG","02 Aug 2019","24","IGS","32.000","13.917"
"MG","02 Aug 2019","24","ST","35.279","35.279"
"MG","02 Aug 2019","25","CCGT/COGEN/TRIGEN","3298.521","3108.785"
"MG","02 Aug 2019","25","GT","-0.034","-0.034"
"MG","02 Aug 2019","25","IGS","33.296","14.938"
"MG","02 Aug 2019","25","ST","36.394","36.394"
"MG","02 Aug 2019","26","CCGT/COGEN/TRIGEN","3289.966","3099.737"
"MG","02 Aug 2019","26","GT","-0.034","-0.034"
"MG","02 Aug 2019","26","IGS","34.245","15.708"
"MG","02 Aug 2019","26","ST","35.969","35.969"
"MG","02 Aug 2019","27","CCGT/COGEN/TRIGEN","3307.899","3117.801"
"MG","02 Aug 2019","27","GT","-0.035","-0.035"
"MG","02 Aug 2019","27","IGS","33.646","15.244"
"MG","02 Aug 2019","27","ST","35.826","35.826"
"MG","02 Aug 2019","28","CCGT/COGEN/TRIGEN","3326.799","3135.787"
"MG","02 Aug 2019","28","GT","-0.057","-0.057"
"MG","02 Aug 2019","28","IGS","32.444","14.064"
"MG","02 Aug 2019","28","ST","36.555","36.555"
"MG","02 Aug 2019","29","CCGT/COGEN/TRIGEN","3349.576","3157.797"
"MG","02 Aug 2019","29","GT","-0.052","-0.052"
"MG","02 Aug 2019","29","IGS","31.691","13.577"
"MG","02 Aug 2019","29","ST","35.101","35.101"
"MG","02 Aug 2019","30","CCGT/COGEN/TRIGEN","3353.961","3162.636"
"MG","02 Aug 2019","30","GT","-0.053","-0.053"
"MG","02 Aug 2019","30","IGS","30.374","13.198"
"MG","02 Aug 2019","30","ST","35.042","35.042"
"MG","02 Aug 2019","31","CCGT/COGEN/TRIGEN","3349.870","3158.474"
"MG","02 Aug 2019","31","GT","-0.036","-0.036"
"MG","02 Aug 2019","31","IGS","27.568","11.665"
"MG","02 Aug 2019","31","ST","34.616","34.616"
"MG","02 Aug 2019","32","CCGT/COGEN/TRIGEN","3358.920","3167.458"
"MG","02 Aug 2019","32","GT","-0.035","-0.035"
"MG","02 Aug 2019","32","IGS","23.835","9.964"
"MG","02 Aug 2019","32","ST","34.787","34.787"
"MG","02 Aug 2019","33","CCGT/COGEN/TRIGEN","3367.191","3178.325"
"MG","02 Aug 2019","33","GT","-0.033","-0.033"
"MG","02 Aug 2019","33","IGS","20.772","7.934"
"MG","02 Aug 2019","33","ST","33.558","33.558"
"MG","02 Aug 2019","34","CCGT/COGEN/TRIGEN","3370.348","3181.801"
"MG","02 Aug 2019","34","GT","-0.032","-0.032"
"MG","02 Aug 2019","34","IGS","16.728","6.091"
"MG","02 Aug 2019","34","ST","33.801","33.801"
"MG","02 Aug 2019","35","CCGT/COGEN/TRIGEN","3335.014","3145.807"
"MG","02 Aug 2019","35","GT","-0.031","-0.031"
"MG","02 Aug 2019","35","IGS","12.158","4.287"
"MG","02 Aug 2019","35","ST","33.421","33.421"
"MG","02 Aug 2019","36","CCGT/COGEN/TRIGEN","3289.614","3099.344"
"MG","02 Aug 2019","36","GT","-0.052","-0.052"
"MG","02 Aug 2019","36","IGS","7.389","2.110"
"MG","02 Aug 2019","36","ST","34.437","34.437"
"MG","02 Aug 2019","37","CCGT/COGEN/TRIGEN","3220.994","3029.630"
"MG","02 Aug 2019","37","GT","-0.051","-0.051"
"MG","02 Aug 2019","37","IGS","3.333","0.504"
"MG","02 Aug 2019","37","ST","34.511","34.511"
"MG","02 Aug 2019","38","CCGT/COGEN/TRIGEN","3199.148","3007.092"
"MG","02 Aug 2019","38","GT","-0.051","-0.051"
"MG","02 Aug 2019","38","IGS","1.127","0.076"
"MG","02 Aug 2019","38","ST","34.676","34.676"
"MG","02 Aug 2019","39","CCGT/COGEN/TRIGEN","3205.247","3012.851"
"MG","02 Aug 2019","39","GT","-0.043","-0.043"
"MG","02 Aug 2019","39","IGS","0.029","-0.004"
"MG","02 Aug 2019","39","ST","31.727","31.727"
"MG","02 Aug 2019","40","CCGT/COGEN/TRIGEN","3204.328","3012.781"
"MG","02 Aug 2019","40","GT","-0.034","-0.034"
"MG","02 Aug 2019","40","IGS","-0.004","-0.004"
"MG","02 Aug 2019","40","ST","30.513","30.513"
"MG","02 Aug 2019","41","CCGT/COGEN/TRIGEN","3192.803","3001.606"
"MG","02 Aug 2019","41","GT","-0.033","-0.033"
"MG","02 Aug 2019","41","IGS","-0.004","-0.004"
"MG","02 Aug 2019","41","ST","31.132","31.132"
"MG","02 Aug 2019","42","CCGT/COGEN/TRIGEN","3170.457","2979.177"
"MG","02 Aug 2019","42","GT","-0.033","-0.033"
"MG","02 Aug 2019","42","IGS","-0.004","-0.004"
"MG","02 Aug 2019","42","ST","30.747","30.747"
"MG","02 Aug 2019","43","CCGT/COGEN/TRIGEN","3152.573","2960.840"
"MG","02 Aug 2019","43","GT","-0.034","-0.034"
"MG","02 Aug 2019","43","IGS","-0.006","-0.006"
"MG","02 Aug 2019","43","ST","31.000","31.000"
"MG","02 Aug 2019","44","CCGT/COGEN/TRIGEN","3118.659","2926.470"
"MG","02 Aug 2019","44","GT","-0.034","-0.034"
"MG","02 Aug 2019","44","IGS","-0.004","-0.004"
"MG","02 Aug 2019","44","ST","31.387","31.387"
"MG","02 Aug 2019","45","CCGT/COGEN/TRIGEN","3065.618","2873.205"
"MG","02 Aug 2019","45","GT","-0.034","-0.034"
"MG","02 Aug 2019","45","IGS","-0.004","-0.004"
"MG","02 Aug 2019","45","ST","31.185","31.185"
"MG","02 Aug 2019","46","CCGT/COGEN/TRIGEN","3016.173","2824.565"
"MG","02 Aug 2019","46","GT","-0.032","-0.032"
"MG","02 Aug 2019","46","IGS","-0.004","-0.004"
"MG","02 Aug 2019","46","ST","31.246","31.246"
"MG","02 Aug 2019","47","CCGT/COGEN/TRIGEN","2962.825","2771.232"
"MG","02 Aug 2019","47","GT","-0.034","-0.034"
"MG","02 Aug 2019","47","IGS","-0.016","-0.016"
"MG","02 Aug 2019","47","ST","31.313","31.313"
"MG","02 Aug 2019","48","CCGT/COGEN/TRIGEN","2901.605","2710.744"
"MG","02 Aug 2019","48","GT","-0.032","-0.032"
"MG","02 Aug 2019","48","IGS","-0.006","-0.006"
"MG","02 Aug 2019","48","ST","30.986","30.986"
"MG","03 Aug 2019","1","CCGT/COGEN/TRIGEN","2838.283","2647.014"
"MG","03 Aug 2019","1","GT","-0.033","-0.033"
"MG","03 Aug 2019","1","IGS","-0.004","-0.004"
"MG","03 Aug 2019","1","ST","31.301","31.301"
"MG","03 Aug 2019","2","CCGT/COGEN/TRIGEN","2783.253","2591.486"
"MG","03 Aug 2019","2","GT","-0.033","-0.033"
"MG","03 Aug 2019","2","IGS","-0.004","-0.004"
"MG","03 Aug 2019","2","ST","31.525","31.525"
"MG","03 Aug 2019","3","CCGT/COGEN/TRIGEN","2729.184","2536.748"
"MG","03 Aug 2019","3","GT","-0.032","-0.032"
"MG","03 Aug 2019","3","IGS","-0.004","-0.004"
"MG","03 Aug 2019","3","ST","31.951","31.951"
"MG","03 Aug 2019","4","CCGT/COGEN/TRIGEN","2699.367","2507.024"
"MG","03 Aug 2019","4","GT","-0.034","-0.034"
"MG","03 Aug 2019","4","IGS","-0.004","-0.004"
"MG","03 Aug 2019","4","ST","31.977","31.977"
"MG","03 Aug 2019","5","CCGT/COGEN/TRIGEN","2667.177","2474.761"
"MG","03 Aug 2019","5","GT","-0.031","-0.031"
"MG","03 Aug 2019","5","IGS","-0.006","-0.006"
"MG","03 Aug 2019","5","ST","32.240","32.240"
"MG","03 Aug 2019","6","CCGT/COGEN/TRIGEN","2624.315","2431.424"
"MG","03 Aug 2019","6","GT","-0.034","-0.034"
"MG","03 Aug 2019","6","IGS","-0.004","-0.004"
"MG","03 Aug 2019","6","ST","31.698","31.698"
"MG","03 Aug 2019","7","CCGT/COGEN/TRIGEN","2599.634","2406.892"
"MG","03 Aug 2019","7","GT","-0.032","-0.032"
"MG","03 Aug 2019","7","IGS","-0.004","-0.004"
"MG","03 Aug 2019","7","ST","31.834","31.834"
"MG","03 Aug 2019","8","CCGT/COGEN/TRIGEN","2581.023","2389.077"
"MG","03 Aug 2019","8","GT","-0.033","-0.033"
