"INFORMATION TYPE","DATE","PERIOD","FACILITY TYPE","GROSS INJECTION (MWh)","NET INJECTION (MWh)"
"MG","02 Sep 2019","4","ST","55.205","53.817"
"MG","02 Sep 2019","5","CCGT/COGEN/TRIGEN","2563.616","2340.047"
"MG","02 Sep 2019","5","GT","-0.034","-0.034"
"MG","02 Sep 2019","5","IGS","-0.006","-0.006"
"MG","02 Sep 2019","5","ST","55.204","53.807"
"MG","02 Sep 2019","6","CCGT/COGEN/TRIGEN","2538.986","2315.304"
"MG","02 Sep 2019","6","GT","-0.033","-0.033"
"MG","02 Sep 2019","6","IGS","-0.004","-0.004"
"MG","02 Sep 2019","6","ST","55.797","54.391"
"MG","02 Sep 2019","7","CCGT/COGEN/TRIGEN","2507.138","2283.303"
"MG","02 Sep 2019","7","GT","-0.035","-0.035"
"MG","02 Sep 2019","7","IGS","-0.004","-0.004"
"MG","02 Sep 2019","7","ST","56.067","54.664"
"MG","02 Sep 2019","8","CCGT/COGEN/TRIGEN","2483.498","2259.252"
"MG","02 Sep 2019","8","GT","-0.034","-0.034"
"MG","02 Sep 2019","8","IGS","-0.004","-0.004"
"MG","02 Sep 2019","8","ST","54.138","52.741"
"MG","02 Sep 2019","9","CCGT/COGEN/TRIGEN","2480.771","2256.061"
"MG","02 Sep 2019","9","GT","-0.034","-0.034"
"MG","02 Sep 2019","9","IGS","-0.004","-0.004"
"MG","02 Sep 2019","9","ST","55.885","54.484"
"MG","02 Sep 2019","10","CCGT/COGEN/TRIGEN","2484.684","2260.055"
"MG","02 Sep 2019","10","GT","-0.034","-0.034"
"MG","02 Sep 2019","10","IGS","-0.006","-0.006"
"MG","02 Sep 2019","10","ST","55.752","54.352"
"MG","02 Sep 2019","11","CCGT/COGEN/TRIGEN","2510.564","2285.602"
"MG","02 Sep 2019","11","GT","-0.034","-0.034"
"MG","02 Sep 2019","11","IGS","-0.016","-0.016"
"MG","02 Sep 2019","11","ST","54.244","52.839"
"MG","02 Sep 2019","12","CCGT/COGEN/TRIGEN","2569.582","2344.514"
"MG","02 Sep 2019","12","GT","-0.032","-0.032"
"MG","02 Sep 2019","12","IGS","-0.004","-0.004"
"MG","02 Sep 2019","12","ST","54.753","53.351"
"MG","02 Sep 2019","13","CCGT/COGEN/TRIGEN","2668.585","2444.099"
"MG","02 Sep 2019","13","GT","-0.034","-0.034"
"MG","02 Sep 2019","13","IGS","-0.016","-0.016"
"MG","02 Sep 2019","13","ST","55.830","54.436"
"MG","02 Sep 2019","14","CCGT/COGEN/TRIGEN","2769.614","2544.873"
"MG","02 Sep 2019","14","GT","-0.032","-0.032"
"MG","02 Sep 2019","14","IGS","-0.004","-0.004"
"MG","02 Sep 2019","14","ST","55.488","54.088"
"MG","02 Sep 2019","15","CCGT/COGEN/TRIGEN","2864.088","2639.711"
"MG","02 Sep 2019","15","GT","-0.030","-0.030"
"MG","02 Sep 2019","15","IGS","0.571","0.017"
"MG","02 Sep 2019","15","ST","54.772","53.369"
"MG","02 Sep 2019","16","CCGT/COGEN/TRIGEN","2984.790","2761.345"
"MG","02 Sep 2019","16","GT","-0.030","-0.030"
"MG","02 Sep 2019","16","IGS","2.668","0.311"
"MG","02 Sep 2019","16","ST","54.856","53.459"
"MG","02 Sep 2019","17","CCGT/COGEN/TRIGEN","3129.136","2905.129"
"MG","02 Sep 2019","17","GT","-0.030","-0.030"
"MG","02 Sep 2019","17","IGS","6.671","1.425"
"MG","02 Sep 2019","17","ST","54.968","53.573"
"MG","02 Sep 2019","18","CCGT/COGEN/TRIGEN","3232.618","3008.076"
"MG","02 Sep 2019","18","GT","-0.030","-0.030"
"MG","02 Sep 2019","18","IGS","11.099","3.222"
"MG","02 Sep 2019","18","ST","55.247","53.852"
"MG","02 Sep 2019","19","CCGT/COGEN/TRIGEN","3322.605","3098.853"
"MG","02 Sep 2019","19","GT","-0.035","-0.035"
"MG","02 Sep 2019","19","IGS","14.950","4.769"
"MG","02 Sep 2019","19","ST","56.412","55.015"
"MG","02 Sep 2019","20","CCGT/COGEN/TRIGEN","3359.825","3137.111"
"MG","02 Sep 2019","20","GT","-0.033","-0.033"
"MG","02 Sep 2019","20","IGS","18.796","6.510"
"MG","02 Sep 2019","20","ST","54.101","52.694"
"MG","02 Sep 2019","21","CCGT/COGEN/TRIGEN","3394.953","3172.700"
"MG","02 Sep 2019","21","GT","-0.034","-0.034"
"MG","02 Sep 2019","21","IGS","21.880","7.575"
"MG","02 Sep 2019","21","ST","54.929","53.532"
"MG","02 Sep 2019","22","CCGT/COGEN/TRIGEN","3403.580","3180.802"
"MG","02 Sep 2019","22","GT","-0.034","-0.034"
"MG","02 Sep 2019","22","IGS","24.849","9.131"
"MG","02 Sep 2019","22","ST","52.638","51.237"
"MG","02 Sep 2019","23","CCGT/COGEN/TRIGEN","3408.696","3186.059"
"MG","02 Sep 2019","23","GT","-0.036","-0.036"
"MG","02 Sep 2019","23","IGS","29.422","11.260"
"MG","02 Sep 2019","23","ST","51.480","50.079"
"MG","02 Sep 2019","24","CCGT/COGEN/TRIGEN","3398.487","3176.152"
"MG","02 Sep 2019","24","GT","-0.035","-0.035"
"MG","02 Sep 2019","24","IGS","30.157","11.026"
