"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","15 Sep 2019","1","85.16","0.00","5792.227","0.000"
"USEP","15 Sep 2019","2","80.35","0.00","5676.853","0.000"
"USEP","15 Sep 2019","3","71.68","0.00","5491.706","0.000"
"USEP","15 Sep 2019","4","70.65","0.00","5406.361","0.000"
"USEP","15 Sep 2019","5","70.45","0.00","5340.364","0.000"
"USEP","15 Sep 2019","6","69.47","0.00","5286.718","0.000"
"USEP","15 Sep 2019","7","67.00","0.00","5226.586","0.000"
"USEP","15 Sep 2019","8","67.00","0.00","5204.311","0.000"
"USEP","15 Sep 2019","9","66.49","0.00","5179.714","0.000"
"USEP","15 Sep 2019","10","66.60","0.00","5182.776","0.000"
"USEP","15 Sep 2019","11","67.16","0.00","5204.251","0.000"
"USEP","15 Sep 2019","12","68.64","0.00","5248.832","0.000"
"USEP","15 Sep 2019","13","68.77","0.00","5286.604","0.000"
"USEP","15 Sep 2019","14","68.87","0.00","5312.726","0.000"
"USEP","15 Sep 2019","15","69.45","0.00","5357.382","0.000"
"USEP","15 Sep 2019","16","70.64","0.00","5428.299","0.000"
"USEP","15 Sep 2019","17","72.80","0.00","5531.570","0.000"
"USEP","15 Sep 2019","18","74.33","0.00","5647.133","0.000"
"USEP","15 Sep 2019","19","76.81","0.00","5744.758","0.000"
"USEP","15 Sep 2019","20","77.33","0.00","5826.073","0.000"
"USEP","15 Sep 2019","21","82.07","0.00","5914.032","0.000"
"USEP","15 Sep 2019","22","82.12","0.00","5949.607","0.000"
"USEP","15 Sep 2019","23","81.61","0.00","5951.128","0.000"
"USEP","15 Sep 2019","24","78.66","0.00","5901.110","0.000"
"USEP","15 Sep 2019","25","77.65","0.00","5862.637","0.000"
"USEP","15 Sep 2019","26","77.65","0.00","5866.484","0.000"
"USEP","15 Sep 2019","27","77.76","0.00","5875.459","0.000"
"USEP","15 Sep 2019","28","78.77","0.00","5896.492","0.000"
"USEP","15 Sep 2019","29","81.60","0.00","5912.208","0.000"
"USEP","15 Sep 2019","30","78.31","0.00","5877.890","0.000"
"USEP","15 Sep 2019","31","78.87","0.00","5892.019","0.000"
"USEP","15 Sep 2019","32","80.00","0.00","5912.620","0.000"
"USEP","15 Sep 2019","33","81.62","0.00","5903.058","0.000"
"USEP","15 Sep 2019","34","81.65","0.00","5910.801","0.000"
"USEP","15 Sep 2019","35","81.64","0.00","5915.751","0.000"
"USEP","15 Sep 2019","36","81.64","0.00","5911.124","0.000"
"USEP","15 Sep 2019","37","83.61","0.00","5966.997","0.000"
"USEP","15 Sep 2019","38","85.12","0.00","6061.820","0.000"
"USEP","15 Sep 2019","39","85.95","0.00","6150.310","0.000"
"USEP","15 Sep 2019","40","85.95","0.00","6188.400","0.000"
"USEP","15 Sep 2019","41","90.97","0.00","6213.564","0.000"
"USEP","15 Sep 2019","42","91.02","0.00","6256.683","0.000"
"USEP","15 Sep 2019","43","91.03","0.00","6254.258","0.000"
"USEP","15 Sep 2019","44","90.99","0.00","6167.049","0.000"
"USEP","15 Sep 2019","45","88.36","0.00","6052.426","0.000"
"USEP","15 Sep 2019","46","89.43","0.00","5970.759","0.000"
"USEP","15 Sep 2019","47","83.75","0.00","5843.622","0.000"
"USEP","15 Sep 2019","48","76.52","0.00","5715.247","0.000"
"USEP","16 Sep 2019","1","74.16","0.00","5582.220","0.000"
"USEP","16 Sep 2019","2","71.63","0.00","5475.012","0.000"
"USEP","16 Sep 2019","3","71.62","0.00","5393.807","0.000"
"USEP","16 Sep 2019","4","71.59","0.00","5319.823","0.000"
"USEP","16 Sep 2019","5","70.70","0.00","5254.895","0.000"
"USEP","16 Sep 2019","6","70.59","0.00","5214.976","0.000"
"USEP","16 Sep 2019","7","68.50","0.00","5176.603","0.000"
"USEP","16 Sep 2019","8","68.42","0.00","5156.658","0.000"
"USEP","16 Sep 2019","9","68.42","0.00","5150.103","0.000"
"USEP","16 Sep 2019","10","68.52","0.00","5178.765","0.000"
"USEP","16 Sep 2019","11","71.42","0.00","5263.474","0.000"
"USEP","16 Sep 2019","12","71.70","0.00","5410.834","0.000"
"USEP","16 Sep 2019","13","74.16","0.00","5612.611","0.000"
"USEP","16 Sep 2019","14","77.54","0.00","5806.829","0.000"
"USEP","16 Sep 2019","15","80.50","0.00","6015.658","0.000"
"USEP","16 Sep 2019","16","85.98","0.00","6293.138","0.000"
"USEP","16 Sep 2019","17","93.93","0.00","6559.272","0.000"
"USEP","16 Sep 2019","18","96.75","0.00","6743.266","0.000"
"USEP","16 Sep 2019","19","96.86","0.00","6835.847","0.000"
"USEP","16 Sep 2019","20","103.99","0.00","6903.812","0.000"
"USEP","16 Sep 2019","21","112.26","0.00","6955.937","0.000"
"USEP","16 Sep 2019","22","108.16","0.00","6950.142","0.000"
"USEP","16 Sep 2019","23","108.08","0.00","6943.174","0.000"
"USEP","16 Sep 2019","24","101.95","0.00","6877.078","0.000"
"USEP","16 Sep 2019","25","97.88","0.00","6830.087","0.000"
"USEP","16 Sep 2019","26","97.93","0.00","6838.288","0.000"
"USEP","16 Sep 2019","27","103.98","0.00","6900.835","0.000"
"USEP","16 Sep 2019","28","103.99","0.00","6910.631","0.000"
"USEP","16 Sep 2019","29","103.99","0.00","6917.266","0.000"
"USEP","16 Sep 2019","30","103.99","0.00","6910.899","0.000"
"USEP","16 Sep 2019","31","108.21","0.00","6946.594","0.000"
"USEP","16 Sep 2019","32","108.05","0.00","6939.129","0.000"
"USEP","16 Sep 2019","33","107.11","0.00","6933.309","0.000"
"USEP","16 Sep 2019","34","104.02","0.00","6910.472","0.000"
"USEP","16 Sep 2019","35","101.22","0.00","6832.761","0.000"
"USEP","16 Sep 2019","36","100.98","0.00","6727.675","0.000"
"USEP","16 Sep 2019","37","96.96","0.00","6666.674","0.000"
"USEP","16 Sep 2019","38","98.69","0.00","6691.051","0.000"
"USEP","16 Sep 2019","39","101.01","0.00","6707.323","0.000"
"USEP","16 Sep 2019","40","101.03","0.00","6690.042","0.000"
"USEP","16 Sep 2019","41","100.97","0.00","6672.404","0.000"
"USEP","16 Sep 2019","42","97.78","0.00","6626.750","0.000"
"USEP","16 Sep 2019","43","97.46","0.00","6552.294","0.000"
"USEP","16 Sep 2019","44","95.13","0.00","6427.169","0.000"
"USEP","16 Sep 2019","45","95.05","0.00","6288.119","0.000"
"USEP","16 Sep 2019","46","94.97","0.00","6156.115","0.000"
"USEP","16 Sep 2019","47","94.43","0.00","6009.734","0.000"
"USEP","16 Sep 2019","48","85.01","0.00","5851.912","0.000"
"USEP","17 Sep 2019","1","81.21","0.00","5700.163","0.000"
"USEP","17 Sep 2019","2","72.98","0.00","5588.258","0.000"
"USEP","17 Sep 2019","3","71.72","0.00","5504.807","0.000"
"USEP","17 Sep 2019","4","71.31","0.00","5448.869","0.000"
"USEP","17 Sep 2019","5","71.01","0.00","5385.572","0.000"
"USEP","17 Sep 2019","6","70.71","0.00","5346.592","0.000"
"USEP","17 Sep 2019","7","70.65","0.00","5310.708","0.000"
"USEP","17 Sep 2019","8","70.26","0.00","5288.741","0.000"
"USEP","17 Sep 2019","9","69.46","0.00","5278.418","0.000"
"USEP","17 Sep 2019","10","70.25","0.00","5300.401","0.000"
"USEP","17 Sep 2019","11","71.40","0.00","5387.475","0.000"
"USEP","17 Sep 2019","12","72.43","0.00","5520.318","0.000"
"USEP","17 Sep 2019","13","76.75","0.00","5711.539","0.000"
"USEP","17 Sep 2019","14","82.24","0.00","5888.019","0.000"
"USEP","17 Sep 2019","15","85.97","0.00","6079.403","0.000"
"USEP","17 Sep 2019","16","92.20","0.00","6348.211","0.000"
"USEP","17 Sep 2019","17","102.94","0.00","6601.755","0.000"
"USEP","17 Sep 2019","18","103.91","0.00","6765.929","0.000"
"USEP","17 Sep 2019","19","105.11","0.00","6867.148","0.000"
"USEP","17 Sep 2019","20","115.35","0.00","6927.116","0.000"
"USEP","17 Sep 2019","21","128.40","0.00","6965.853","0.000"
"USEP","17 Sep 2019","22","121.12","0.00","6981.384","0.000"
"USEP","17 Sep 2019","23","114.15","0.00","6962.513","0.000"
"USEP","17 Sep 2019","24","106.11","0.00","6904.553","0.000"
"USEP","17 Sep 2019","25","105.00","0.00","6848.506","0.000"
"USEP","17 Sep 2019","26","105.00","0.00","6852.422","0.000"
"USEP","17 Sep 2019","27","105.24","0.00","6915.641","0.000"
"USEP","17 Sep 2019","28","106.10","0.00","6961.439","0.000"
"USEP","17 Sep 2019","29","106.10","0.00","6961.747","0.000"
"USEP","17 Sep 2019","30","106.10","0.00","6953.353","0.000"
"USEP","17 Sep 2019","31","106.10","0.00","6953.080","0.000"
"USEP","17 Sep 2019","32","106.10","0.00","6964.217","0.000"
"USEP","17 Sep 2019","33","108.85","0.00","6971.956","0.000"
"USEP","17 Sep 2019","34","106.10","0.00","6950.575","0.000"
"USEP","17 Sep 2019","35","105.08","0.00","6887.863","0.000"
"USEP","17 Sep 2019","36","105.99","0.00","6779.696","0.000"
"USEP","17 Sep 2019","37","105.03","0.00","6715.355","0.000"
"USEP","17 Sep 2019","38","106.04","0.00","6735.448","0.000"
"USEP","17 Sep 2019","39","108.05","0.00","6755.299","0.000"
"USEP","17 Sep 2019","40","106.15","0.00","6732.437","0.000"
"USEP","17 Sep 2019","41","105.73","0.00","6705.116","0.000"
"USEP","17 Sep 2019","42","106.05","0.00","6675.967","0.000"
"USEP","17 Sep 2019","43","103.94","0.00","6629.627","0.000"
"USEP","17 Sep 2019","44","96.66","0.00","6509.472","0.000"
"USEP","17 Sep 2019","45","102.89","0.00","6358.459","0.000"
"USEP","17 Sep 2019","46","97.03","0.00","6231.555","0.000"
"USEP","17 Sep 2019","47","90.97","0.00","6084.120","0.000"
"USEP","17 Sep 2019","48","90.60","0.00","5941.526","0.000"
"USEP","18 Sep 2019","1","87.10","0.00","5802.445","0.000"
"USEP","18 Sep 2019","2","80.76","0.00","5681.123","0.000"
"USEP","18 Sep 2019","3","76.67","0.00","5582.796","0.000"
"USEP","18 Sep 2019","4","73.99","0.00","5500.269","0.000"
"USEP","18 Sep 2019","5","73.59","0.00","5443.045","0.000"
"USEP","18 Sep 2019","6","71.67","0.00","5405.894","0.000"
"USEP","18 Sep 2019","7","70.63","0.00","5362.660","0.000"
"USEP","18 Sep 2019","8","70.63","0.00","5343.729","0.000"
"USEP","18 Sep 2019","9","70.60","0.00","5333.729","0.000"
"USEP","18 Sep 2019","10","71.03","0.00","5356.184","0.000"
"USEP","18 Sep 2019","11","73.60","0.00","5431.937","0.000"
"USEP","18 Sep 2019","12","75.82","0.00","5571.549","0.000"
"USEP","18 Sep 2019","13","80.73","0.00","5762.536","0.000"
"USEP","18 Sep 2019","14","86.92","0.00","5920.567","0.000"
"USEP","18 Sep 2019","15","88.98","0.00","6123.234","0.000"
"USEP","18 Sep 2019","16","96.61","0.00","6361.332","0.000"
"USEP","18 Sep 2019","17","103.76","0.00","6625.298","0.000"
"USEP","18 Sep 2019","18","103.95","0.00","6781.366","0.000"
"USEP","18 Sep 2019","19","106.11","0.00","6896.566","0.000"
"USEP","18 Sep 2019","20","115.26","0.00","6958.398","0.000"
"USEP","18 Sep 2019","21","151.79","0.00","7023.072","0.000"
"USEP","18 Sep 2019","22","151.74","0.00","7033.484","0.000"
"USEP","18 Sep 2019","23","151.76","0.00","7029.518","0.000"
"USEP","18 Sep 2019","24","146.37","0.00","6966.583","0.000"
"USEP","18 Sep 2019","25","121.11","0.00","6930.804","0.000"
"USEP","18 Sep 2019","26","119.47","0.00","6938.463","0.000"
"USEP","18 Sep 2019","27","202.33","0.00","6989.649","0.000"
"USEP","18 Sep 2019","28","237.73","0.00","7025.234","0.000"
"USEP","18 Sep 2019","29","151.79","0.00","7025.055","0.000"
"USEP","18 Sep 2019","30","151.75","0.00","7021.030","0.000"
"USEP","18 Sep 2019","31","151.74","0.00","7032.709","0.000"
"USEP","18 Sep 2019","32","151.79","0.00","7045.209","0.000"
"USEP","18 Sep 2019","33","151.81","0.00","7054.448","0.000"
"USEP","18 Sep 2019","34","151.75","0.00","7031.432","0.000"
"USEP","18 Sep 2019","35","125.10","0.00","6977.254","0.000"
"USEP","18 Sep 2019","36","113.36","0.00","6832.040","0.000"
"USEP","18 Sep 2019","37","110.21","0.00","6763.325","0.000"
"USEP","18 Sep 2019","38","115.29","0.00","6781.088","0.000"
"USEP","18 Sep 2019","39","128.91","0.00","6806.211","0.000"
"USEP","18 Sep 2019","40","119.41","0.00","6788.120","0.000"
"USEP","18 Sep 2019","41","110.22","0.00","6739.593","0.000"
"USEP","18 Sep 2019","42","116.30","0.00","6701.707","0.000"
"USEP","18 Sep 2019","43","109.08","0.00","6638.548","0.000"
"USEP","18 Sep 2019","44","103.93","0.00","6514.592","0.000"
"USEP","18 Sep 2019","45","103.78","0.00","6359.354","0.000"
"USEP","18 Sep 2019","46","96.66","0.00","6203.042","0.000"
"USEP","18 Sep 2019","47","92.04","0.00","6070.393","0.000"
"USEP","18 Sep 2019","48","90.50","0.00","5925.294","0.000"
"USEP","19 Sep 2019","1","88.22","0.00","5802.699","0.000"
"USEP","19 Sep 2019","2","80.77","0.00","5698.011","0.000"
"USEP","19 Sep 2019","3","74.49","0.00","5569.983","0.000"
"USEP","19 Sep 2019","4","73.50","0.00","5493.351","0.000"
"USEP","19 Sep 2019","5","71.07","0.00","5426.062","0.000"
"USEP","19 Sep 2019","6","70.91","0.00","5387.415","0.000"
"USEP","19 Sep 2019","7","70.56","0.00","5348.520","0.000"
"USEP","19 Sep 2019","8","70.03","0.00","5323.471","0.000"
"USEP","19 Sep 2019","9","69.52","0.00","5310.664","0.000"
"USEP","19 Sep 2019","10","69.61","0.00","5351.428","0.000"
"USEP","19 Sep 2019","11","70.58","0.00","5430.923","0.000"
"USEP","19 Sep 2019","12","74.51","0.00","5574.382","0.000"
"USEP","19 Sep 2019","13","80.51","0.00","5774.181","0.000"
"USEP","19 Sep 2019","14","81.29","0.00","5928.952","0.000"
"USEP","19 Sep 2019","15","82.74","0.00","6126.116","0.000"
"USEP","19 Sep 2019","16","99.82","0.00","6377.072","0.000"
"USEP","19 Sep 2019","17","110.23","0.00","6644.547","0.000"
"USEP","19 Sep 2019","18","110.45","0.00","6823.919","0.000"
"USEP","19 Sep 2019","19","111.77","0.00","6913.837","0.000"
"USEP","19 Sep 2019","20","111.87","0.00","6973.069","0.000"
"USEP","19 Sep 2019","21","111.80","0.00","7015.498","0.000"
"USEP","19 Sep 2019","22","111.90","0.00","7042.634","0.000"
"USEP","19 Sep 2019","23","111.77","0.00","7023.758","0.000"
"USEP","19 Sep 2019","24","103.31","0.00","6953.964","0.000"
"USEP","19 Sep 2019","25","99.95","0.00","6887.863","0.000"
"USEP","19 Sep 2019","26","99.76","0.00","6908.837","0.000"
"USEP","19 Sep 2019","27","101.64","0.00","6945.510","0.000"
"USEP","19 Sep 2019","28","101.88","0.00","6976.389","0.000"
"USEP","19 Sep 2019","29","99.84","0.00","6960.500","0.000"
"USEP","19 Sep 2019","30","99.70","0.00","6947.250","0.000"
"USEP","19 Sep 2019","31","99.84","0.00","6956.171","0.000"
"USEP","19 Sep 2019","32","102.81","0.00","6974.481","0.000"
"USEP","19 Sep 2019","33","101.86","0.00","6968.139","0.000"
"USEP","19 Sep 2019","34","99.26","0.00","6934.686","0.000"
"USEP","19 Sep 2019","35","94.13","0.00","6876.015","0.000"
"USEP","19 Sep 2019","36","93.16","0.00","6775.179","0.000"
"USEP","19 Sep 2019","37","93.09","0.00","6713.729","0.000"
"USEP","19 Sep 2019","38","94.10","0.00","6749.578","0.000"
"USEP","19 Sep 2019","39","121.97","0.00","6765.189","0.000"
"USEP","19 Sep 2019","40","122.91","0.00","6743.435","0.000"
"USEP","19 Sep 2019","41","127.26","0.00","6702.731","0.000"
"USEP","19 Sep 2019","42","218.29","0.00","6657.275","0.000"
"USEP","19 Sep 2019","43","157.43","0.00","6597.670","0.000"
"USEP","19 Sep 2019","44","124.94","0.00","6472.173","0.000"
"USEP","19 Sep 2019","45","120.99","0.00","6343.201","0.000"
"USEP","19 Sep 2019","46","116.68","0.00","6211.650","0.000"
"USEP","19 Sep 2019","47","110.34","0.00","6066.138","0.000"
"USEP","19 Sep 2019","48","97.51","0.00","5945.576","0.000"
"USEP","20 Sep 2019","1","88.49","0.00","5825.953","0.000"
"USEP","20 Sep 2019","2","80.87","0.00","5713.890","0.000"
"USEP","20 Sep 2019","3","78.04","0.00","5592.468","0.000"
"USEP","20 Sep 2019","4","75.43","0.00","5522.177","0.000"
"USEP","20 Sep 2019","5","75.31","0.00","5463.680","0.000"
"USEP","20 Sep 2019","6","71.71","0.00","5403.071","0.000"
"USEP","20 Sep 2019","7","69.88","0.00","5369.921","0.000"
"USEP","20 Sep 2019","8","69.77","0.00","5353.530","0.000"
"USEP","20 Sep 2019","9","69.76","0.00","5349.127","0.000"
"USEP","20 Sep 2019","10","69.78","0.00","5365.528","0.000"
"USEP","20 Sep 2019","11","74.04","0.00","5439.953","0.000"
"USEP","20 Sep 2019","12","75.54","0.00","5581.489","0.000"
"USEP","20 Sep 2019","13","79.26","0.00","5750.126","0.000"
"USEP","20 Sep 2019","14","91.18","0.00","5916.233","0.000"
"USEP","20 Sep 2019","15","92.18","0.00","6113.652","0.000"
"USEP","20 Sep 2019","16","104.27","0.00","6373.478","0.000"
"USEP","20 Sep 2019","17","113.78","0.00","6639.716","0.000"
"USEP","20 Sep 2019","18","111.96","0.00","6812.702","0.000"
"USEP","20 Sep 2019","19","114.07","0.00","6911.446","0.000"
"USEP","20 Sep 2019","20","114.19","0.00","6977.438","0.000"
"USEP","20 Sep 2019","21","110.93","0.00","7012.536","0.000"
"USEP","20 Sep 2019","22","110.97","0.00","7037.590","0.000"
"USEP","20 Sep 2019","23","113.13","0.00","7000.588","0.000"
"USEP","20 Sep 2019","24","112.12","0.00","6953.790","0.000"
"USEP","20 Sep 2019","25","111.03","0.00","6895.289","0.000"
"USEP","20 Sep 2019","26","110.91","0.00","6898.812","0.000"
"USEP","20 Sep 2019","27","110.97","0.00","6927.380","0.000"
"USEP","20 Sep 2019","28","112.00","0.00","6962.403","0.000"
"USEP","20 Sep 2019","29","111.99","0.00","6966.673","0.000"
"USEP","20 Sep 2019","30","111.48","0.00","6964.526","0.000"
"USEP","20 Sep 2019","31","111.48","0.00","6960.361","0.000"
"USEP","20 Sep 2019","32","111.48","0.00","6976.608","0.000"
"USEP","20 Sep 2019","33","110.47","0.00","6954.272","0.000"
"USEP","20 Sep 2019","34","110.38","0.00","6920.869","0.000"
"USEP","20 Sep 2019","35","103.14","0.00","6851.881","0.000"
"USEP","20 Sep 2019","36","95.49","0.00","6741.030","0.000"
"USEP","20 Sep 2019","37","95.43","0.00","6671.156","0.000"
"USEP","20 Sep 2019","38","101.20","0.00","6669.014","0.000"
"USEP","20 Sep 2019","39","101.22","0.00","6674.034","0.000"
"USEP","20 Sep 2019","40","101.21","0.00","6648.205","0.000"
"USEP","20 Sep 2019","41","110.27","0.00","6601.114","0.000"
"USEP","20 Sep 2019","42","106.48","0.00","6552.821","0.000"
"USEP","20 Sep 2019","43","121.39","0.00","6491.819","0.000"
"USEP","20 Sep 2019","44","151.74","0.00","6367.673","0.000"
"USEP","20 Sep 2019","45","151.79","0.00","6255.381","0.000"
"USEP","20 Sep 2019","46","134.80","0.00","6136.628","0.000"
"USEP","20 Sep 2019","47","126.37","0.00","6012.085","0.000"
"USEP","20 Sep 2019","48","119.31","0.00","5908.535","0.000"
"USEP","21 Sep 2019","1","121.21","0.00","5771.731","0.000"
"USEP","21 Sep 2019","2","114.24","0.00","5668.315","0.000"
"USEP","21 Sep 2019","3","103.02","0.00","5584.198","0.000"
"USEP","21 Sep 2019","4","101.04","0.00","5510.602","0.000"
"USEP","21 Sep 2019","5","92.69","0.00","5440.137","0.000"
"USEP","21 Sep 2019","6","83.10","0.00","5381.277","0.000"
"USEP","21 Sep 2019","7","82.12","0.00","5328.675","0.000"
"USEP","21 Sep 2019","8","82.04","0.00","5297.831","0.000"
"USEP","21 Sep 2019","9","81.43","0.00","5277.449","0.000"
"USEP","21 Sep 2019","10","82.23","0.00","5285.158","0.000"
"USEP","21 Sep 2019","11","82.56","0.00","5315.529","0.000"
"USEP","21 Sep 2019","12","83.66","0.00","5359.981","0.000"
"USEP","21 Sep 2019","13","90.77","0.00","5427.583","0.000"
"USEP","21 Sep 2019","14","97.36","0.00","5495.722","0.000"
"USEP","21 Sep 2019","15","100.98","0.00","5569.412","0.000"
"USEP","21 Sep 2019","16","119.83","0.00","5751.682","0.000"
"USEP","21 Sep 2019","17","124.60","0.00","5963.747","0.000"
"USEP","21 Sep 2019","18","151.66","0.00","6131.211","0.000"
"USEP","21 Sep 2019","19","174.36","0.00","6233.975","0.000"
"USEP","21 Sep 2019","20","217.37","0.00","6314.867","0.000"
"USEP","21 Sep 2019","21","232.58","0.00","6380.208","0.000"
"USEP","21 Sep 2019","22","256.43","0.00","6410.679","0.000"
"USEP","21 Sep 2019","23","256.28","0.00","6409.456","0.000"
"USEP","21 Sep 2019","24","229.03","0.00","6354.254","0.000"
"USEP","21 Sep 2019","25","229.03","0.00","6303.128","0.000"
"USEP","21 Sep 2019","26","218.13","0.00","6263.000","0.000"
"USEP","21 Sep 2019","27","218.05","0.00","6234.045","0.000"
"USEP","21 Sep 2019","28","124.60","0.00","6224.990","0.000"
"USEP","21 Sep 2019","29","124.60","0.00","6215.979","0.000"
"USEP","21 Sep 2019","30","121.74","0.00","6200.582","0.000"
"USEP","21 Sep 2019","31","120.32","0.00","6165.548","0.000"
"USEP","21 Sep 2019","32","120.32","0.00","6156.975","0.000"
"USEP","21 Sep 2019","33","116.53","0.00","6137.070","0.000"
"USEP","21 Sep 2019","34","116.28","0.00","6117.379","0.000"
"USEP","21 Sep 2019","35","116.28","0.00","6077.112","0.000"
"USEP","21 Sep 2019","36","116.28","0.00","6071.183","0.000"
"USEP","21 Sep 2019","37","120.32","0.00","6101.530","0.000"
"USEP","21 Sep 2019","38","125.79","0.00","6189.752","0.000"
"USEP","21 Sep 2019","39","226.01","0.00","6240.387","0.000"
"USEP","21 Sep 2019","40","225.63","0.00","6223.210","0.000"
"USEP","21 Sep 2019","41","218.07","0.00","6231.813","0.000"
"USEP","21 Sep 2019","42","225.62","0.00","6244.691","0.000"
"USEP","21 Sep 2019","43","225.66","0.00","6236.262","0.000"
"USEP","21 Sep 2019","44","120.55","0.00","6143.198","0.000"
"USEP","21 Sep 2019","45","117.35","0.00","6053.599","0.000"
"USEP","21 Sep 2019","46","117.30","0.00","5959.507","0.000"
"USEP","21 Sep 2019","47","116.23","0.00","5864.520","0.000"
"USEP","21 Sep 2019","48","115.14","0.00","5767.605","0.000"
"USEP","22 Sep 2019","1","114.24","0.00","5676.769","0.000"
"USEP","22 Sep 2019","2","102.68","0.00","5570.456","0.000"
"USEP","22 Sep 2019","3","97.98","0.00","5492.327","0.000"
