"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Mar 2019","34","110.41","0.00","6669.606","0.000"
"USEP","01 Mar 2019","35","109.78","0.00","6588.734","0.000"
"USEP","01 Mar 2019","36","101.18","0.00","6479.921","0.000"
"USEP","01 Mar 2019","37","96.59","0.00","6395.878","0.000"
"USEP","01 Mar 2019","38","103.59","0.00","6388.065","0.000"
"USEP","01 Mar 2019","39","110.10","0.00","6378.120","0.000"
"USEP","01 Mar 2019","40","110.34","0.00","6335.085","0.000"
"USEP","01 Mar 2019","41","110.35","0.00","6270.808","0.000"
"USEP","01 Mar 2019","42","122.14","0.00","6217.187","0.000"
"USEP","01 Mar 2019","43","119.81","0.00","6145.688","0.000"
"USEP","01 Mar 2019","44","112.78","0.00","6031.125","0.000"
"USEP","01 Mar 2019","45","110.27","0.00","5916.248","0.000"
"USEP","01 Mar 2019","46","109.59","0.00","5798.400","0.000"
"USEP","01 Mar 2019","47","110.24","0.00","5686.142","0.000"
"USEP","01 Mar 2019","48","112.74","0.00","5566.360","0.000"
"USEP","02 Mar 2019","1","113.85","0.00","5450.122","0.000"
"USEP","02 Mar 2019","2","110.49","0.00","5348.664","0.000"
"USEP","02 Mar 2019","3","109.18","0.00","5255.487","0.000"
"USEP","02 Mar 2019","4","108.74","0.00","5188.988","0.000"
"USEP","02 Mar 2019","5","105.93","0.00","5116.655","0.000"
"USEP","02 Mar 2019","6","100.82","0.00","5064.196","0.000"
"USEP","02 Mar 2019","7","94.92","0.00","5012.454","0.000"
"USEP","02 Mar 2019","8","94.91","0.00","5003.488","0.000"
"USEP","02 Mar 2019","9","94.24","0.00","4983.051","0.000"
"USEP","02 Mar 2019","10","92.72","0.00","4985.621","0.000"
"USEP","02 Mar 2019","11","93.70","0.00","5007.772","0.000"
"USEP","02 Mar 2019","12","93.94","0.00","5084.181","0.000"
"USEP","02 Mar 2019","13","93.74","0.00","5145.764","0.000"
"USEP","02 Mar 2019","14","95.15","0.00","5224.131","0.000"
"USEP","02 Mar 2019","15","93.84","0.00","5312.025","0.000"
"USEP","02 Mar 2019","16","100.58","0.00","5468.740","0.000"
"USEP","02 Mar 2019","17","111.07","0.00","5694.313","0.000"
"USEP","02 Mar 2019","18","113.90","0.00","5850.182","0.000"
"USEP","02 Mar 2019","19","118.03","0.00","5956.321","0.000"
"USEP","02 Mar 2019","20","114.06","0.00","6046.517","0.000"
"USEP","02 Mar 2019","21","119.62","0.00","6109.248","0.000"
"USEP","02 Mar 2019","22","110.78","0.00","6121.330","0.000"
"USEP","02 Mar 2019","23","110.46","0.00","6101.659","0.000"
"USEP","02 Mar 2019","24","110.14","0.00","6052.859","0.000"
"USEP","02 Mar 2019","25","109.83","0.00","6018.978","0.000"
"USEP","02 Mar 2019","26","107.98","0.00","5997.100","0.000"
"USEP","02 Mar 2019","27","110.14","0.00","5986.141","0.000"
"USEP","02 Mar 2019","28","109.76","0.00","5994.943","0.000"
"USEP","02 Mar 2019","29","106.04","0.00","5986.852","0.000"
"USEP","02 Mar 2019","30","103.71","0.00","5971.137","0.000"
"USEP","02 Mar 2019","31","101.97","0.00","5961.117","0.000"
"USEP","02 Mar 2019","32","101.96","0.00","5957.971","0.000"
"USEP","02 Mar 2019","33","106.05","0.00","5944.955","0.000"
"USEP","02 Mar 2019","34","109.41","0.00","5915.180","0.000"
"USEP","02 Mar 2019","35","134.44","0.00","5888.004","0.000"
"USEP","02 Mar 2019","36","130.20","0.00","5859.734","0.000"
"USEP","02 Mar 2019","37","119.06","0.00","5874.510","0.000"
"USEP","02 Mar 2019","38","122.09","0.00","5937.391","0.000"
"USEP","02 Mar 2019","39","123.21","0.00","5982.697","0.000"
"USEP","02 Mar 2019","40","132.25","0.00","5988.676","0.000"
"USEP","02 Mar 2019","41","124.23","0.00","5962.305","0.000"
"USEP","02 Mar 2019","42","122.08","0.00","5955.586","0.000"
"USEP","02 Mar 2019","43","122.09","0.00","5949.915","0.000"
"USEP","02 Mar 2019","44","119.08","0.00","5867.309","0.000"
"USEP","02 Mar 2019","45","112.85","0.00","5768.053","0.000"
"USEP","02 Mar 2019","46","111.07","0.00","5682.812","0.000"
"USEP","02 Mar 2019","47","110.00","0.00","5574.481","0.000"
"USEP","02 Mar 2019","48","109.69","0.00","5452.696","0.000"
"USEP","03 Mar 2019","1","100.04","0.00","5331.935","0.000"
"USEP","03 Mar 2019","2","96.05","0.00","5256.635","0.000"
"USEP","03 Mar 2019","3","95.37","0.00","5174.411","0.000"
"USEP","03 Mar 2019","4","93.11","0.00","5099.911","0.000"
"USEP","03 Mar 2019","5","90.73","0.00","5035.912","0.000"
"USEP","03 Mar 2019","6","89.18","0.00","4980.174","0.000"
"USEP","03 Mar 2019","7","88.14","0.00","4938.152","0.000"
"USEP","03 Mar 2019","8","87.55","0.00","4901.374","0.000"
"USEP","03 Mar 2019","9","86.65","0.00","4880.704","0.000"
"USEP","03 Mar 2019","10","86.66","0.00","4877.260","0.000"
"USEP","03 Mar 2019","11","87.52","0.00","4899.381","0.000"
"USEP","03 Mar 2019","12","87.52","0.00","4944.762","0.000"
"USEP","03 Mar 2019","13","86.64","0.00","4976.640","0.000"
"USEP","03 Mar 2019","14","86.53","0.00","5006.997","0.000"
"USEP","03 Mar 2019","15","88.13","0.00","5048.934","0.000"
"USEP","03 Mar 2019","16","88.68","0.00","5120.516","0.000"
"USEP","03 Mar 2019","17","90.72","0.00","5256.421","0.000"
"USEP","03 Mar 2019","18","95.17","0.00","5365.990","0.000"
"USEP","03 Mar 2019","19","98.78","0.00","5460.226","0.000"
"USEP","03 Mar 2019","20","106.04","0.00","5551.719","0.000"
"USEP","03 Mar 2019","21","109.72","0.00","5613.024","0.000"
"USEP","03 Mar 2019","22","106.02","0.00","5635.672","0.000"
"USEP","03 Mar 2019","23","104.76","0.00","5619.157","0.000"
"USEP","03 Mar 2019","24","104.80","0.00","5617.854","0.000"
"USEP","03 Mar 2019","25","104.81","0.00","5618.481","0.000"
"USEP","03 Mar 2019","26","104.82","0.00","5625.160","0.000"
"USEP","03 Mar 2019","27","107.21","0.00","5651.069","0.000"
"USEP","03 Mar 2019","28","109.68","0.00","5671.153","0.000"
"USEP","03 Mar 2019","29","109.89","0.00","5687.246","0.000"
"USEP","03 Mar 2019","30","109.99","0.00","5696.818","0.000"
"USEP","03 Mar 2019","31","110.30","0.00","5700.978","0.000"
"USEP","03 Mar 2019","32","109.67","0.00","5712.006","0.000"
"USEP","03 Mar 2019","33","106.02","0.00","5719.675","0.000"
"USEP","03 Mar 2019","34","106.06","0.00","5714.347","0.000"
"USEP","03 Mar 2019","35","100.17","0.00","5716.295","0.000"
"USEP","03 Mar 2019","36","99.80","0.00","5732.413","0.000"
"USEP","03 Mar 2019","37","106.09","0.00","5765.508","0.000"
"USEP","03 Mar 2019","38","109.83","0.00","5850.788","0.000"
"USEP","03 Mar 2019","39","110.45","0.00","5930.065","0.000"
"USEP","03 Mar 2019","40","111.11","0.00","5948.583","0.000"
"USEP","03 Mar 2019","41","111.11","0.00","5965.774","0.000"
"USEP","03 Mar 2019","42","111.78","0.00","5998.944","0.000"
"USEP","03 Mar 2019","43","113.95","0.00","5974.069","0.000"
"USEP","03 Mar 2019","44","111.14","0.00","5893.471","0.000"
"USEP","03 Mar 2019","45","111.13","0.00","5777.550","0.000"
"USEP","03 Mar 2019","46","106.07","0.00","5656.993","0.000"
"USEP","03 Mar 2019","47","106.07","0.00","5527.828","0.000"
"USEP","03 Mar 2019","48","96.27","0.00","5380.979","0.000"
"USEP","04 Mar 2019","1","101.33","0.00","5239.200","0.000"
"USEP","04 Mar 2019","2","95.44","0.00","5145.659","0.000"
"USEP","04 Mar 2019","3","94.88","0.00","5078.510","0.000"
"USEP","04 Mar 2019","4","92.73","0.00","5006.425","0.000"
"USEP","04 Mar 2019","5","89.93","0.00","4965.422","0.000"
"USEP","04 Mar 2019","6","89.77","0.00","4919.445","0.000"
"USEP","04 Mar 2019","7","88.62","0.00","4882.428","0.000"
"USEP","04 Mar 2019","8","88.63","0.00","4867.424","0.000"
"USEP","04 Mar 2019","9","88.63","0.00","4858.582","0.000"
"USEP","04 Mar 2019","10","89.90","0.00","4887.557","0.000"
"USEP","04 Mar 2019","11","90.68","0.00","4978.479","0.000"
"USEP","04 Mar 2019","12","105.79","0.00","5137.847","0.000"
"USEP","04 Mar 2019","13","110.98","0.00","5335.086","0.000"
"USEP","04 Mar 2019","14","111.83","0.00","5494.722","0.000"
"USEP","04 Mar 2019","15","113.94","0.00","5712.408","0.000"
"USEP","04 Mar 2019","16","116.12","0.00","5967.101","0.000"
"USEP","04 Mar 2019","17","121.18","0.00","6238.274","0.000"
"USEP","04 Mar 2019","18","115.61","0.00","6424.932","0.000"
"USEP","04 Mar 2019","19","127.27","0.00","6522.553","0.000"
"USEP","04 Mar 2019","20","116.10","0.00","6601.397","0.000"
"USEP","04 Mar 2019","21","116.24","0.00","6675.917","0.000"
"USEP","04 Mar 2019","22","115.68","0.00","6701.751","0.000"
"USEP","04 Mar 2019","23","116.02","0.00","6707.979","0.000"
"USEP","04 Mar 2019","24","115.37","0.00","6646.232","0.000"
"USEP","04 Mar 2019","25","111.42","0.00","6612.023","0.000"
"USEP","04 Mar 2019","26","114.20","0.00","6627.157","0.000"
"USEP","04 Mar 2019","27","116.48","0.00","6688.223","0.000"
"USEP","04 Mar 2019","28","110.06","0.00","6732.889","0.000"
"USEP","04 Mar 2019","29","110.62","0.00","6752.515","0.000"
"USEP","04 Mar 2019","30","111.19","0.00","6751.705","0.000"
"USEP","04 Mar 2019","31","116.23","0.00","6782.763","0.000"
"USEP","04 Mar 2019","32","117.34","0.00","6794.417","0.000"
"USEP","04 Mar 2019","33","116.54","0.00","6787.887","0.000"
"USEP","04 Mar 2019","34","105.89","0.00","6774.393","0.000"
"USEP","04 Mar 2019","35","102.73","0.00","6714.609","0.000"
"USEP","04 Mar 2019","36","96.23","0.00","6583.824","0.000"
"USEP","04 Mar 2019","37","94.14","0.00","6493.524","0.000"
"USEP","04 Mar 2019","38","96.09","0.00","6492.321","0.000"
"USEP","04 Mar 2019","39","100.94","0.00","6493.499","0.000"
"USEP","04 Mar 2019","40","101.06","0.00","6466.984","0.000"
"USEP","04 Mar 2019","41","100.26","0.00","6413.725","0.000"
"USEP","04 Mar 2019","42","109.60","0.00","6358.702","0.000"
"USEP","04 Mar 2019","43","111.17","0.00","6282.319","0.000"
"USEP","04 Mar 2019","44","101.04","0.00","6148.143","0.000"
"USEP","04 Mar 2019","45","100.04","0.00","5984.203","0.000"
"USEP","04 Mar 2019","46","96.07","0.00","5837.513","0.000"
"USEP","04 Mar 2019","47","89.93","0.00","5681.972","0.000"
"USEP","04 Mar 2019","48","87.21","0.00","5502.714","0.000"
"USEP","05 Mar 2019","1","89.36","0.00","5359.668","0.000"
"USEP","05 Mar 2019","2","87.81","0.00","5241.745","0.000"
"USEP","05 Mar 2019","3","87.18","0.00","5195.434","0.000"
"USEP","05 Mar 2019","4","84.62","0.00","5113.727","0.000"
"USEP","05 Mar 2019","5","82.44","0.00","5054.291","0.000"
"USEP","05 Mar 2019","6","82.27","0.00","5016.867","0.000"
"USEP","05 Mar 2019","7","80.48","0.00","4973.593","0.000"
"USEP","05 Mar 2019","8","80.27","0.00","4951.188","0.000"
"USEP","05 Mar 2019","9","80.26","0.00","4949.260","0.000"
"USEP","05 Mar 2019","10","80.61","0.00","4985.794","0.000"
"USEP","05 Mar 2019","11","83.49","0.00","5084.548","0.000"
"USEP","05 Mar 2019","12","87.26","0.00","5241.118","0.000"
"USEP","05 Mar 2019","13","89.31","0.00","5423.512","0.000"
"USEP","05 Mar 2019","14","90.72","0.00","5576.782","0.000"
"USEP","05 Mar 2019","15","88.84","0.00","5756.641","0.000"
"USEP","05 Mar 2019","16","91.91","0.00","6004.585","0.000"
"USEP","05 Mar 2019","17","104.02","0.00","6277.597","0.000"
"USEP","05 Mar 2019","18","103.18","0.00","6441.199","0.000"
"USEP","05 Mar 2019","19","106.12","0.00","6552.348","0.000"
"USEP","05 Mar 2019","20","104.07","0.00","6611.581","0.000"
"USEP","05 Mar 2019","21","115.38","0.00","6682.642","0.000"
"USEP","05 Mar 2019","22","115.39","0.00","6697.164","0.000"
"USEP","05 Mar 2019","23","115.61","0.00","6696.891","0.000"
"USEP","05 Mar 2019","24","115.38","0.00","6642.822","0.000"
"USEP","05 Mar 2019","25","106.12","0.00","6601.705","0.000"
"USEP","05 Mar 2019","26","113.29","0.00","6615.984","0.000"
"USEP","05 Mar 2019","27","115.39","0.00","6672.578","0.000"
"USEP","05 Mar 2019","28","115.38","0.00","6712.994","0.000"
"USEP","05 Mar 2019","29","115.58","0.00","6740.125","0.000"
"USEP","05 Mar 2019","30","115.63","0.00","6731.363","0.000"
"USEP","05 Mar 2019","31","115.90","0.00","6726.939","0.000"
"USEP","05 Mar 2019","32","116.04","0.00","6745.801","0.000"
"USEP","05 Mar 2019","33","115.72","0.00","6743.037","0.000"
"USEP","05 Mar 2019","34","115.62","0.00","6731.373","0.000"
"USEP","05 Mar 2019","35","115.39","0.00","6665.649","0.000"
"USEP","05 Mar 2019","36","97.76","0.00","6555.430","0.000"
"USEP","05 Mar 2019","37","94.46","0.00","6476.099","0.000"
"USEP","05 Mar 2019","38","97.40","0.00","6469.990","0.000"
"USEP","05 Mar 2019","39","105.46","0.00","6500.874","0.000"
"USEP","05 Mar 2019","40","106.13","0.00","6475.895","0.000"
"USEP","05 Mar 2019","41","106.12","0.00","6433.615","0.000"
"USEP","05 Mar 2019","42","116.03","0.00","6385.441","0.000"
"USEP","05 Mar 2019","43","115.35","0.00","6316.298","0.000"
"USEP","05 Mar 2019","44","111.13","0.00","6187.978","0.000"
"USEP","05 Mar 2019","45","105.95","0.00","6032.471","0.000"
"USEP","05 Mar 2019","46","97.75","0.00","5885.106","0.000"
"USEP","05 Mar 2019","47","94.84","0.00","5742.661","0.000"
"USEP","05 Mar 2019","48","89.91","0.00","5587.448","0.000"
"USEP","06 Mar 2019","1","99.73","0.00","5465.240","0.000"
"USEP","06 Mar 2019","2","94.76","0.00","5361.005","0.000"
"USEP","06 Mar 2019","3","93.48","0.00","5273.930","0.000"
"USEP","06 Mar 2019","4","92.69","0.00","5217.024","0.000"
"USEP","06 Mar 2019","5","89.44","0.00","5150.520","0.000"
"USEP","06 Mar 2019","6","87.65","0.00","5108.534","0.000"
"USEP","06 Mar 2019","7","87.15","0.00","5084.916","0.000"
"USEP","06 Mar 2019","8","86.74","0.00","5058.868","0.000"
"USEP","06 Mar 2019","9","86.62","0.00","5062.029","0.000"
"USEP","06 Mar 2019","10","86.75","0.00","5088.350","0.000"
"USEP","06 Mar 2019","11","88.28","0.00","5178.357","0.000"
"USEP","06 Mar 2019","12","94.62","0.00","5338.361","0.000"
"USEP","06 Mar 2019","13","102.11","0.00","5527.286","0.000"
"USEP","06 Mar 2019","14","105.98","0.00","5685.217","0.000"
"USEP","06 Mar 2019","15","94.83","0.00","5856.300","0.000"
"USEP","06 Mar 2019","16","100.98","0.00","6104.139","0.000"
"USEP","06 Mar 2019","17","115.64","0.00","6374.477","0.000"
"USEP","06 Mar 2019","18","115.54","0.00","6547.910","0.000"
"USEP","06 Mar 2019","19","115.34","0.00","6643.856","0.000"
"USEP","06 Mar 2019","20","114.76","0.00","6698.337","0.000"
"USEP","06 Mar 2019","21","115.39","0.00","6750.701","0.000"
"USEP","06 Mar 2019","22","115.62","0.00","6786.773","0.000"
"USEP","06 Mar 2019","23","115.41","0.00","6775.501","0.000"
"USEP","06 Mar 2019","24","114.18","0.00","6721.125","0.000"
"USEP","06 Mar 2019","25","106.12","0.00","6688.835","0.000"
"USEP","06 Mar 2019","26","107.54","0.00","6701.916","0.000"
"USEP","06 Mar 2019","27","115.37","0.00","6749.528","0.000"
"USEP","06 Mar 2019","28","115.69","0.00","6806.022","0.000"
"USEP","06 Mar 2019","29","115.72","0.00","6823.457","0.000"
"USEP","06 Mar 2019","30","115.73","0.00","6816.256","0.000"
"USEP","06 Mar 2019","31","115.71","0.00","6801.803","0.000"
"USEP","06 Mar 2019","32","115.72","0.00","6807.747","0.000"
"USEP","06 Mar 2019","33","115.59","0.00","6788.732","0.000"
"USEP","06 Mar 2019","34","115.32","0.00","6752.391","0.000"
"USEP","06 Mar 2019","35","106.09","0.00","6688.551","0.000"
"USEP","06 Mar 2019","36","98.98","0.00","6570.027","0.000"
"USEP","06 Mar 2019","37","96.88","0.00","6483.295","0.000"
"USEP","06 Mar 2019","38","98.97","0.00","6481.844","0.000"
"USEP","06 Mar 2019","39","100.99","0.00","6480.810","0.000"
"USEP","06 Mar 2019","40","106.08","0.00","6468.664","0.000"
"USEP","06 Mar 2019","41","106.11","0.00","6420.206","0.000"
"USEP","06 Mar 2019","42","115.99","0.00","6377.027","0.000"
"USEP","06 Mar 2019","43","115.38","0.00","6313.804","0.000"
"USEP","06 Mar 2019","44","111.13","0.00","6187.436","0.000"
"USEP","06 Mar 2019","45","110.52","0.00","6042.581","0.000"
"USEP","06 Mar 2019","46","105.97","0.00","5909.340","0.000"
"USEP","06 Mar 2019","47","98.79","0.00","5759.832","0.000"
"USEP","06 Mar 2019","48","92.81","0.00","5581.226","0.000"
"USEP","07 Mar 2019","1","95.07","0.00","5429.099","0.000"
"USEP","07 Mar 2019","2","93.32","0.00","5318.785","0.000"
"USEP","07 Mar 2019","3","92.70","0.00","5265.198","0.000"
"USEP","07 Mar 2019","4","90.89","0.00","5197.313","0.000"
"USEP","07 Mar 2019","5","89.43","0.00","5144.387","0.000"
"USEP","07 Mar 2019","6","89.28","0.00","5119.990","0.000"
"USEP","07 Mar 2019","7","88.27","0.00","5080.036","0.000"
"USEP","07 Mar 2019","8","88.14","0.00","5060.424","0.000"
"USEP","07 Mar 2019","9","87.65","0.00","5046.111","0.000"
"USEP","07 Mar 2019","10","88.25","0.00","5080.334","0.000"
"USEP","07 Mar 2019","11","89.39","0.00","5161.310","0.000"
"USEP","07 Mar 2019","12","92.81","0.00","5317.825","0.000"
"USEP","07 Mar 2019","13","97.73","0.00","5505.657","0.000"
"USEP","07 Mar 2019","14","97.82","0.00","5650.796","0.000"
"USEP","07 Mar 2019","15","92.97","0.00","5826.848","0.000"
"USEP","07 Mar 2019","16","94.90","0.00","6077.236","0.000"
"USEP","07 Mar 2019","17","106.11","0.00","6353.235","0.000"
"USEP","07 Mar 2019","18","105.92","0.00","6534.805","0.000"
"USEP","07 Mar 2019","19","101.03","0.00","6628.116","0.000"
"USEP","07 Mar 2019","20","105.98","0.00","6691.424","0.000"
"USEP","07 Mar 2019","21","115.34","0.00","6753.067","0.000"
"USEP","07 Mar 2019","22","115.37","0.00","6774.373","0.000"
"USEP","07 Mar 2019","23","111.47","0.00","6752.073","0.000"
"USEP","07 Mar 2019","24","106.13","0.00","6700.619","0.000"
"USEP","07 Mar 2019","25","101.02","0.00","6654.880","0.000"
"USEP","07 Mar 2019","26","103.99","0.00","6674.148","0.000"
"USEP","07 Mar 2019","27","111.47","0.00","6724.818","0.000"
"USEP","07 Mar 2019","28","114.67","0.00","6756.138","0.000"
"USEP","07 Mar 2019","29","115.36","0.00","6773.340","0.000"
"USEP","07 Mar 2019","30","115.37","0.00","6770.606","0.000"
"USEP","07 Mar 2019","31","115.38","0.00","6778.906","0.000"
"USEP","07 Mar 2019","32","115.40","0.00","6801.803","0.000"
"USEP","07 Mar 2019","33","115.39","0.00","6807.026","0.000"
"USEP","07 Mar 2019","34","115.39","0.00","6792.504","0.000"
"USEP","07 Mar 2019","35","113.61","0.00","6725.518","0.000"
"USEP","07 Mar 2019","36","98.99","0.00","6600.920","0.000"
"USEP","07 Mar 2019","37","101.70","0.00","6503.230","0.000"
"USEP","07 Mar 2019","38","98.98","0.00","6490.557","0.000"
"USEP","07 Mar 2019","39","101.71","0.00","6486.183","0.000"
"USEP","07 Mar 2019","40","106.13","0.00","6460.911","0.000"
"USEP","07 Mar 2019","41","106.13","0.00","6415.261","0.000"
"USEP","07 Mar 2019","42","116.23","0.00","6371.003","0.000"
"USEP","07 Mar 2019","43","115.62","0.00","6305.131","0.000"
"USEP","07 Mar 2019","44","111.64","0.00","6184.201","0.000"
"USEP","07 Mar 2019","45","111.09","0.00","6049.539","0.000"
"USEP","07 Mar 2019","46","111.08","0.00","5939.707","0.000"
"USEP","07 Mar 2019","47","113.76","0.00","5812.400","0.000"
"USEP","07 Mar 2019","48","111.01","0.00","5657.614","0.000"
"USEP","08 Mar 2019","1","112.17","0.00","5523.941","0.000"
"USEP","08 Mar 2019","2","110.98","0.00","5415.123","0.000"
"USEP","08 Mar 2019","3","110.94","0.00","5342.536","0.000"
"USEP","08 Mar 2019","4","105.94","0.00","5271.430","0.000"
"USEP","08 Mar 2019","5","100.88","0.00","5204.355","0.000"
"USEP","08 Mar 2019","6","98.54","0.00","5154.148","0.000"
"USEP","08 Mar 2019","7","94.76","0.00","5123.200","0.000"
"USEP","08 Mar 2019","8","94.73","0.00","5101.158","0.000"
"USEP","08 Mar 2019","9","94.76","0.00","5096.223","0.000"
"USEP","08 Mar 2019","10","94.78","0.00","5109.418","0.000"
"USEP","08 Mar 2019","11","100.84","0.00","5203.426","0.000"
"USEP","08 Mar 2019","12","105.94","0.00","5356.994","0.000"
"USEP","08 Mar 2019","13","110.96","0.00","5532.087","0.000"
"USEP","08 Mar 2019","14","113.30","0.00","5685.938","0.000"
"USEP","08 Mar 2019","15","106.00","0.00","5851.534","0.000"
"USEP","08 Mar 2019","16","113.45","0.00","6093.901","0.000"
"USEP","08 Mar 2019","17","124.91","0.00","6360.661","0.000"
"USEP","08 Mar 2019","18","114.82","0.00","6518.170","0.000"
"USEP","08 Mar 2019","19","112.81","0.00","6627.927","0.000"
"USEP","08 Mar 2019","20","111.78","0.00","6689.083","0.000"
"USEP","08 Mar 2019","21","110.20","0.00","6744.782","0.000"
"USEP","08 Mar 2019","22","111.81","0.00","6779.214","0.000"
"USEP","08 Mar 2019","23","111.80","0.00","6771.545","0.000"
"USEP","08 Mar 2019","24","103.08","0.00","6705.504","0.000"
"USEP","08 Mar 2019","25","102.11","0.00","6681.176","0.000"
"USEP","08 Mar 2019","26","103.10","0.00","6678.457","0.000"
"USEP","08 Mar 2019","27","106.12","0.00","6736.596","0.000"
"USEP","08 Mar 2019","28","110.07","0.00","6771.143","0.000"
"USEP","08 Mar 2019","29","110.91","0.00","6782.907","0.000"
"USEP","08 Mar 2019","30","106.14","0.00","6778.548","0.000"
"USEP","08 Mar 2019","31","110.40","0.00","6791.137","0.000"
"USEP","08 Mar 2019","32","111.81","0.00","6808.150","0.000"
"USEP","08 Mar 2019","33","106.13","0.00","6799.005","0.000"
"USEP","08 Mar 2019","34","106.11","0.00","6772.072","0.000"
"USEP","08 Mar 2019","35","102.11","0.00","6709.316","0.000"
"USEP","08 Mar 2019","36","98.98","0.00","6583.078","0.000"
"USEP","08 Mar 2019","37","99.01","0.00","6504.368","0.000"
"USEP","08 Mar 2019","38","100.99","0.00","6491.332","0.000"
"USEP","08 Mar 2019","39","104.89","0.00","6476.074","0.000"
"USEP","08 Mar 2019","40","111.13","0.00","6434.654","0.000"
"USEP","08 Mar 2019","41","106.11","0.00","6369.035","0.000"
"USEP","08 Mar 2019","42","113.97","0.00","6324.335","0.000"
"USEP","08 Mar 2019","43","113.96","0.00","6257.245","0.000"
"USEP","08 Mar 2019","44","112.35","0.00","6152.741","0.000"
"USEP","08 Mar 2019","45","111.76","0.00","6019.937","0.000"
"USEP","08 Mar 2019","46","111.70","0.00","5906.989","0.000"
"USEP","08 Mar 2019","47","112.22","0.00","5789.329","0.000"
"USEP","08 Mar 2019","48","110.27","0.00","5665.770","0.000"
"USEP","09 Mar 2019","1","114.39","0.00","5565.227","0.000"
"USEP","09 Mar 2019","2","113.27","0.00","5460.971","0.000"
"USEP","09 Mar 2019","3","111.62","0.00","5366.367","0.000"
"USEP","09 Mar 2019","4","107.09","0.00","5292.598","0.000"
"USEP","09 Mar 2019","5","105.97","0.00","5220.766","0.000"
"USEP","09 Mar 2019","6","100.96","0.00","5165.942","0.000"
"USEP","09 Mar 2019","7","102.62","0.00","5128.772","0.000"
"USEP","09 Mar 2019","8","98.06","0.00","5092.312","0.000"
"USEP","09 Mar 2019","9","98.03","0.00","5074.027","0.000"
"USEP","09 Mar 2019","10","100.60","0.00","5090.721","0.000"
"USEP","09 Mar 2019","11","98.06","0.00","5118.429","0.000"
"USEP","09 Mar 2019","12","100.44","0.00","5175.728","0.000"
"USEP","09 Mar 2019","13","100.42","0.00","5253.827","0.000"
"USEP","09 Mar 2019","14","100.44","0.00","5324.918","0.000"
"USEP","09 Mar 2019","15","102.62","0.00","5408.389","0.000"
"USEP","09 Mar 2019","16","107.01","0.00","5569.457","0.000"
"USEP","09 Mar 2019","17","112.32","0.00","5791.834","0.000"
"USEP","09 Mar 2019","18","106.00","0.00","5960.601","0.000"
"USEP","09 Mar 2019","19","111.75","0.00","6064.752","0.000"
"USEP","09 Mar 2019","20","111.76","0.00","6150.186","0.000"
"USEP","09 Mar 2019","21","113.49","0.00","6237.574","0.000"
"USEP","09 Mar 2019","22","114.03","0.00","6273.656","0.000"
"USEP","09 Mar 2019","23","113.89","0.00","6264.074","0.000"
"USEP","09 Mar 2019","24","112.88","0.00","6209.205","0.000"
"USEP","09 Mar 2019","25","111.77","0.00","6157.383","0.000"
"USEP","09 Mar 2019","26","111.74","0.00","6136.971","0.000"
"USEP","09 Mar 2019","27","112.33","0.00","6114.034","0.000"
"USEP","09 Mar 2019","28","111.74","0.00","6097.693","0.000"
"USEP","09 Mar 2019","29","110.78","0.00","6064.757","0.000"
"USEP","09 Mar 2019","30","106.05","0.00","6025.548","0.000"
"USEP","09 Mar 2019","31","106.04","0.00","6011.533","0.000"
"USEP","09 Mar 2019","32","110.28","0.00","6020.241","0.000"
"USEP","09 Mar 2019","33","110.28","0.00","6008.894","0.000"
"USEP","09 Mar 2019","34","106.05","0.00","5989.745","0.000"
"USEP","09 Mar 2019","35","109.72","0.00","5970.039","0.000"
"USEP","09 Mar 2019","36","106.05","0.00","5950.690","0.000"
"USEP","09 Mar 2019","37","106.04","0.00","5984.650","0.000"
"USEP","09 Mar 2019","38","111.62","0.00","6042.367","0.000"
"USEP","09 Mar 2019","39","112.37","0.00","6097.161","0.000"
"USEP","09 Mar 2019","40","112.34","0.00","6084.900","0.000"
"USEP","09 Mar 2019","41","111.82","0.00","6040.250","0.000"
"USEP","09 Mar 2019","42","111.58","0.00","6020.211","0.000"
"USEP","09 Mar 2019","43","111.79","0.00","6000.798","0.000"
"USEP","09 Mar 2019","44","111.57","0.00","5936.342","0.000"
"USEP","09 Mar 2019","45","106.01","0.00","5841.127","0.000"
"USEP","09 Mar 2019","46","105.88","0.00","5755.797","0.000"
"USEP","09 Mar 2019","47","105.98","0.00","5672.415","0.000"
"USEP","09 Mar 2019","48","112.70","0.00","5559.904","0.000"
"USEP","10 Mar 2019","1","121.08","0.00","5437.583","0.000"
"USEP","10 Mar 2019","2","121.02","0.00","5350.145","0.000"
"USEP","10 Mar 2019","3","114.46","0.00","5268.165","0.000"
"USEP","10 Mar 2019","4","113.72","0.00","5192.373","0.000"
"USEP","10 Mar 2019","5","113.13","0.00","5126.644","0.000"
"USEP","10 Mar 2019","6","112.07","0.00","5071.015","0.000"
"USEP","10 Mar 2019","7","112.07","0.00","5034.188","0.000"
"USEP","10 Mar 2019","8","111.43","0.00","4994.219","0.000"
"USEP","10 Mar 2019","9","111.43","0.00","4981.023","0.000"
"USEP","10 Mar 2019","10","111.40","0.00","4971.148","0.000"
